GEOID,NAME_CLASS,NAME,NAME_Q,NAME_BD,NAME_BDQ,NAME_ED,NAME_EDQ,NAME_BASIS,CLASS,TYPE,LATITUDE,LONGITUDE,RELATED_GEOCLASS,RELATED_GEODETAIL,RELATED_GEOID,RELATED_GEOIDQ,RELATED_GEOBD,RELATED_GEOBDQ,RELATED_GEOED,RELATED_GEOEDQ,RELATED_GEOBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,SUBJECT_BIOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BITAGAP geoid 1073,GEOGRAPHY*NAME_CLASS*U,Santillana del Mar,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1035,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-02-24,ASKINS,2024-01-28,ASKINS,,,,,Santillana del Mar
BITAGAP geoid 1074,GEOGRAPHY*NAME_CLASS*U,Estremoz,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,38.85,-7.65,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 2869,,,,,,,,,,,,,,,,,,,BITAGAP subid 1230,,,,,,,,1991-06-25,SHARRER,2024-01-28,ASKINS,,,,,Estremoz
BITAGAP geoid 1075,GEOGRAPHY*NAME_CLASS*U,Muge,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1046,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1991-07-01,SHARRER,2024-01-28,ASKINS,,,,,Muge
BITAGAP geoid 1076,GEOGRAPHY*NAME_CLASS*U,Aljubarrota,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,BITAGAP bibid 21167,,,,,,,,,,,,,,,,,,,1991-07-02,SHARRER,2024-01-28,ASKINS,,,,,Aljubarrota
BITAGAP geoid 1077,GEOGRAPHY*NAME_CLASS*U,Aljazedo,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-07-02,SHARRER,2014-04-09,ASKINS,,,,,Aljazedo
BITAGAP geoid 1078,GEOGRAPHY*NAME_CLASS*U,Brasília,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1201,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-12-22,ASKINS,2024-01-28,ASKINS,,,,,Brasília
BITAGAP geoid 1079,GEOGRAPHY*NAME_CLASS*U,Serpa,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 3169,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BITAGAP bibid 20283,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1991-08-25,ASKINS,2024-01-21,ASKINS,,,,,Serpa
BITAGAP geoid 1080,GEOGRAPHY*NAME_CLASS*U,Dijon,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1034,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-08-05,SHARRER,2024-01-28,ASKINS,,,,,Dijon
BITAGAP geoid 1081,GEOGRAPHY*NAME_CLASS*U,Astorga,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1035,,,,,,,,,,,,,,,,,,,BITAGAP subid 1390,,,,,,,,1991-08-05,SHARRER,2024-01-28,ASKINS,,,,,Astorga
BITAGAP geoid 1082,GEOGRAPHY*NAME_CLASS*U,Lalim,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-08-05,ASKINS,2018-05-18,ASKINS,,,,,Lalim
BITAGAP geoid 1083,GEOGRAPHY*NAME_CLASS*U,Alfarrobeira,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1046,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1991-08-05,ASKINS,2024-01-28,ASKINS,,,,,Alfarrobeira
BITAGAP geoid 1084,GEOGRAPHY*NAME_CLASS*U,Viseu,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 2851,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1991-08-05,ASKINS,2024-01-21,ASKINS,,,,,Viseu
BITAGAP geoid 1085,GEOGRAPHY*NAME_CLASS*U,Odivelas,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-08-05,ASKINS,,,,,,,Odivelas
BITAGAP geoid 1086,GEOGRAPHY*NAME_CLASS*U,Touro,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1035,,,,,,,,,,,,,,,,,,,BITAGAP subid 1230,,,,,,Zamora.,,1991-08-05,ASKINS,2022-05-04,ASKINS,,,,,Touro
BITAGAP geoid 1087,GEOGRAPHY*NAME_CLASS*U,Palencia,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1035,,,,,,,,,,,,,,,,,,,BITAGAP subid 1230,,,,,,,,1991-08-05,ASKINS,2024-01-28,ASKINS,,,,,Palencia
BITAGAP geoid 1088,GEOGRAPHY*NAME_CLASS*U,Saragoça,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1035,,,,,,,,,,,,,,,,,,,BITAGAP subid 1230,,,,,,,,1991-08-05,ASKINS,2024-01-28,ASKINS,,,,,Saragoça
BITAGAP geoid 1089,GEOGRAPHY*NAME_CLASS*U,Vila do Conde,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 2873,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-08-05,ASKINS,2024-01-28,ASKINS,,,,,Vila do Conde
BITAGAP geoid 1090,GEOGRAPHY*NAME_CLASS*U,Fez,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,34.05,-4.983333,,,,,,,,,,,BITAGAP bibid 5388,2,passim,,,,,,,,,BITAGAP subid 1229,,,,,,,,1991-08-05,ASKINS,2016-07-28,ASKINS,,,,,Fez
BITAGAP geoid 1091,GEOGRAPHY*NAME_CLASS*U,Veiros,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 5261,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-08-05,ASKINS,2022-05-04,ASKINS,,,,,Veiros
BITAGAP geoid 1092,GEOGRAPHY*NAME_CLASS*U,Almeirim,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1991-08-05,ASKINS,2018-03-21,ASKINS,,,,,Almeirim
BITAGAP geoid 1093,GEOGRAPHY*NAME_CLASS*U,Múrcia,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1230,,,,,,,,1991-11-05,ASKINS,2015-03-21,ASKINS,,,,,Múrcia
BITAGAP geoid 1094,GEOGRAPHY*NAME_CLASS*U,Viana do Castelo,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1039,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-08-11,ASKINS,2024-01-12,ASKINS,,,,,Viana do Castelo
BITAGAP geoid 1095,GEOGRAPHY*NAME_CLASS*U,Azurara,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 6745,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-08-11,ASKINS,2024-01-28,ASKINS,,,,,Azurara
BITAGAP geoid 1096,GEOGRAPHY*NAME_CLASS*U,Roncesvales,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1035,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-08-16,ASKINS,2024-01-28,ASKINS,,,,,Roncesvales
BITAGAP geoid 1097,GEOGRAPHY*NAME_CLASS*U,Sos,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1098,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-08-20,ASKINS,2024-01-28,ASKINS,,,,,Sos
BITAGAP geoid 1098,GEOGRAPHY*NAME_CLASS*U,Província de Saragoça,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*P,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1035,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-08-20,ASKINS,2024-07-06,SCHAFFER,,,,,Província de Saragoça (província)
BITAGAP geoid 1099,GEOGRAPHY*NAME_CLASS*U,Provincia de Ávila,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*P,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1035,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-08-20,ASKINS,2024-07-06,SCHAFFER,,,,,Provincia de Ávila (província)
BITAGAP geoid 1100,GEOGRAPHY*NAME_CLASS*U,Madrigal de las Altas Torres,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1099,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-08-20,ASKINS,2024-01-28,ASKINS,,,,,Madrigal de las Altas Torres
BITAGAP geoid 1101,GEOGRAPHY*NAME_CLASS*U,Sortelha,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1390,,,,,,,,1991-08-25,ASKINS,1999-11-07,ASKINS,,,,,Sortelha
BITAGAP geoid 1102,GEOGRAPHY*NAME_CLASS*U,Albuquerque,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,39.216667,-7,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 6744,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-08-25,ASKINS,2024-01-28,ASKINS,,,,,Albuquerque
BITAGAP geoid 1103,GEOGRAPHY*NAME_CLASS*U,Portel,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,38.308333,-7.705556,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 2869,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-08-25,ASKINS,2024-01-28,ASKINS,,,,,Portel
BITAGAP geoid 1104,GEOGRAPHY*NAME_CLASS*U,Castelo Branco,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1274,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-08-25,ASKINS,2024-01-28,ASKINS,,,,,Castelo Branco
BITAGAP geoid 1105,GEOGRAPHY*NAME_CLASS*U,Santiago do Cacém,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1040,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-08-26,ASKINS,2024-01-28,ASKINS,,,,,Santiago do Cacém
BITAGAP geoid 1106,GEOGRAPHY*NAME_CLASS*U,Coja,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-08-27,ASKINS,,,,,,,Coja
BITAGAP geoid 1107,GEOGRAPHY*NAME_CLASS*U,Grã-Bretanha,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*K,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1991-12-22,ASKINS,2024-01-28,ASKINS,,,,,Grã-Bretanha (reino)
BITAGAP geoid 1108,GEOGRAPHY*NAME_CLASS*U,Soure,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,40.05,-8/633333,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 2861,,,,,,,,BITAGAP bibid 23103,,,,,,,,,,,,,,,,,,,1991-08-28,ASKINS,2024-01-28,ASKINS,,,,,Soure
BITAGAP geoid 1109,GEOGRAPHY*NAME_CLASS*U,Ventoselo,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-08-28,ASKINS,,,,,,,Ventoselo
BITAGAP geoid 1110,GEOGRAPHY*NAME_CLASS*U,Leça,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 3476,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-08-29,ASKINS,2023-01-15,ASKINS,,,,,Leça
BITAGAP geoid 1111,GEOGRAPHY*NAME_CLASS*U,Mortágua [Aldeia Galega / Alenquer],,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 6804,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-08-29,ASKINS,2024-07-07,SCHAFFER,,,,,Mortágua [Aldeia Galega / Alenquer]
BITAGAP geoid 1112,GEOGRAPHY*NAME_CLASS*U,Azambuja,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,39.066667,-8.866667,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 2850,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-08-29,ASKINS,2024-01-28,ASKINS,,,,,Azambuja
BITAGAP geoid 1113,GEOGRAPHY*NAME_CLASS*U,Concelho de Santo Tirso,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*C,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 2873,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-08-29,ASKINS,2024-01-28,ASKINS,,,,,Concelho de Santo Tirso (concelho - município)
BITAGAP geoid 1114,GEOGRAPHY*NAME_CLASS*U,Alvito,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1040,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1991-08-30,ASKINS,2024-01-28,ASKINS,,,,,Alvito
BITAGAP geoid 1115,GEOGRAPHY*NAME_CLASS*U,Covilhã,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 2868,,,,,,,,,,,,,,,,,,,BITAGAP subid 1390,,,,,,,,1991-08-31,ASKINS,2024-03-08,ASKINS,,,,,Covilhã
BITAGAP geoid 1116,GEOGRAPHY*NAME_CLASS*U,Castelo Melhor,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 3381,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-09-02,ASKINS,2023-01-07,SHARRER,,,,,Castelo Melhor
BITAGAP geoid 1117,GEOGRAPHY*NAME_CLASS*U,Castelo Bom,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 3369,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-09-02,ASKINS,2023-01-07,SHARRER,,,,,Castelo Bom
BITAGAP geoid 1118,GEOGRAPHY*NAME_CLASS*U,Vila Pouca de Aguiar,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 4009,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-09-02,ASKINS,2021-04-15,ASKINS,,,,,Vila Pouca de Aguiar
BITAGAP geoid 1119,GEOGRAPHY*NAME_CLASS*U,Nápoles,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*K,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1991-09-05,ASKINS,2024-01-28,ASKINS,,,,,Nápoles (reino)
BITAGAP geoid 1120,GEOGRAPHY*NAME_CLASS*U,Torres Novas,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,39.483333,--8.533333,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 3062,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1991-09-05,ASKINS,2024-03-27,ASKINS,,,,,Torres Novas
BITAGAP geoid 1121,GEOGRAPHY*NAME_CLASS*U,Almeirim/Lisboa,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1033,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-09,ASKINS,2024-01-28,ASKINS,,,,,Almeirim/Lisboa
BITAGAP geoid 1122,GEOGRAPHY*NAME_CLASS*U,Ourense,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1035,,,,,,,,BITAGAP bibid 8035,,,,,,,,,,,,,,,,,,,1991-10-11,ASKINS,2024-01-28,ASKINS,,,,,Ourense
BITAGAP geoid 1123,GEOGRAPHY*NAME_CLASS*U,Província do Algarve,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*P,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1033,,,,,,,,BITAGAP bibid 23578,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1991-10-24,ASKINS,2024-03-08,ASKINS,,,,,Província do Algarve (província)
BITAGAP geoid 1124,GEOGRAPHY*NAME_CLASS*U,Lafões,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-24,ASKINS,2024-01-21,ASKINS,,,,,Lafões
BITAGAP geoid 1125,GEOGRAPHY*NAME_CLASS*U,Arraiolos,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*REG,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1045,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-24,ASKINS,2024-01-15,ASKINS,,,,,Arraiolos (reguengo)
BITAGAP geoid 1126,GEOGRAPHY*NAME_CLASS*U,Castela,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*K,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1230,,,,,,,,1991-10-24,ASKINS,2024-01-28,ASKINS,,,,,Castela (reino)
BITAGAP geoid 1127,GEOGRAPHY*NAME_CLASS*U,Elvas,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1045,,,,,,,,BITAGAP bibid 7846,,,,,,,,,,,BITAGAP subid 1230,,,,,,,,1991-10-24,ASKINS,2024-01-28,ASKINS,,,,,Elvas
BITAGAP geoid 1128,GEOGRAPHY*NAME_CLASS*U,Valença do Minho,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,BITAGAP bibid 23333,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1991-10-24,ASKINS,2023-09-20,ASKINS,,,,,Valença do Minho
BITAGAP geoid 1129,GEOGRAPHY*NAME_CLASS*U,Casével,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,BITAGAP insid 1084,BITAGAP subid 1229,,,,,,,,1991-10-24,ASKINS,2016-03-06,ASKINS,,,,,Casével
BITAGAP geoid 1130,GEOGRAPHY*NAME_CLASS*U,Lumiares,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-24,ASKINS,2021-01-25,ASKINS,,,,,Lumiares
BITAGAP geoid 1131,GEOGRAPHY*NAME_CLASS*U,Farrobo,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-25,ASKINS,2024-01-28,ASKINS,,,,,Farrobo
BITAGAP geoid 1132,GEOGRAPHY*NAME_CLASS*U,Cádis,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1035,,,,,,,,,,,,,,,,,,,BITAGAP subid 1230,,,,,,,,1991-10-25,ASKINS,2024-01-28,ASKINS,,,,,Cádis
BITAGAP geoid 1133,GEOGRAPHY*NAME_CLASS*U,Bolonha do Mar,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1034,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-25,ASKINS,2024-01-28,ASKINS,,,,,Bolonha do Mar
BITAGAP geoid 1134,GEOGRAPHY*NAME_CLASS*U,Armagh,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-25,ASKINS,2024-01-21,ASKINS,,,,,Armagh
BITAGAP geoid 1135,GEOGRAPHY*NAME_CLASS*U,Sunderland,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-25,ASKINS,2024-01-21,ASKINS,,,,,Sunderland
BITAGAP geoid 1136,GEOGRAPHY*NAME_CLASS*U,Vila do Infante,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1123,,,,,,,,BITAGAP bibid 14786,1,"164-81, 251-58",,,,,,,,,,,,,,,,,1991-10-25,ASKINS,2024-01-28,ASKINS,,,,,Vila do Infante
BITAGAP geoid 1137,GEOGRAPHY*NAME_CLASS*U,Beringel,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1991-10-25,ASKINS,1999-11-28,ASKINS,,,,,Beringel
BITAGAP geoid 1138,GEOGRAPHY*NAME_CLASS*U,Santa Eulália,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-25,ASKINS,2024-01-28,ASKINS,,,,,Santa Eulália
BITAGAP geoid 1139,GEOGRAPHY*NAME_CLASS*U,Machico,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1892,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1991-10-26,ASKINS,2018-05-13,ASKINS,,,,,Machico
BITAGAP geoid 1140,GEOGRAPHY*NAME_CLASS*U,Angra do Heroísmo,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-26,ASKINS,2024-01-21,ASKINS,,,,,Angra do Heroísmo
BITAGAP geoid 1141,GEOGRAPHY*NAME_CLASS*U,Rothesay,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-26,ASKINS,2024-01-21,ASKINS,,,,,Rothesay
BITAGAP geoid 1142,GEOGRAPHY*NAME_CLASS*U,Quintela [Tarouca],,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 8324,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-26,ASKINS,2024-07-07,SCHAFFER,,,,,Quintela [Tarouca]
BITAGAP geoid 1143,GEOGRAPHY*NAME_CLASS*U,Castelo de Celorico da Beira,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*F,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 2524,,,,,,,,BITAGAP bibid 16518,,114,,,,,,,,,BITAGAP subid 1494,,,,,,,,1991-10-26,ASKINS,2024-01-28,ASKINS,,,,,Castelo de Celorico da Beira (castelo)
BITAGAP geoid 1144,GEOGRAPHY*NAME_CLASS*U,Monsanto,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 4807,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1991-10-26,ASKINS,2022-12-29,ASKINS,,,,,Monsanto
BITAGAP geoid 1145,GEOGRAPHY*NAME_CLASS*U,Aljezur,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1123,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1991-10-26,ASKINS,2024-01-28,ASKINS,,,,,Aljezur
BITAGAP geoid 1146,GEOGRAPHY*NAME_CLASS*U,Pombal,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-26,ASKINS,2024-01-28,ASKINS,,,,,Pombal
