INSID,NAME_CLASS,NAME,NAME_Q,NAME_BD,NAME_BDQ,NAME_ED,NAME_EDQ,NAME_BASIS,MILESTONE_CLASS,MILESTONE_DETAIL,MILESTONE_Q,MILESTONE_GEOID,MILESTONE_GEOIDQ,MILESTONE_BD,MILESTONE_BDQ,MILESTONE_ED,MILESTONE_EDQ,MILESTONE_BASIS,CLASS,TYPE,RELATED_GEOCLASS,RELATED_GEODETAIL,RELATED_GEOID,RELATED_GEOIDQ,RELATED_GEOBD,RELATED_GEOBDQ,RELATED_GEOED,RELATED_GEOEDQ,RELATED_GEOBASIS,RELATED_INSCLASS,RELATED_INSDETAIL,RELATED_INSID,RELATED_INSIDQ,RELATED_INSBD,RELATED_INSBDQ,RELATED_INSED,RELATED_INSEDQ,RELATED_INSBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,SUBJECT_BIOID,SUBJECT_GEOID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BITAGAP insid 1049,INSTITUTIONS*NAME_CLASS*U,Noviciado,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*EDUCACIONAL,INSTITUTIONS*TYPE*8,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-20,ASKINS,2019-04-09,ASKINS,,,,,Coimbra: Noviciado
BITAGAP insid 1050,INSTITUTIONS*NAME_CLASS*U,Colégio de São Miguel,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*EDUCACIONAL,INSTITUTIONS*TYPE*8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-23,ASKINS,2019-04-09,ASKINS,,,,,Colégio de São Miguel
BITAGAP insid 1051,INSTITUTIONS*NAME_CLASS*U,Colegio de San Alberto,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1602,,,,,INSTITUTIONS*CLASS*EDUCACIONAL,INSTITUTIONS*TYPE*8,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carmelitas Observantes. A sua biblioteca passou principalmente à da Universidade de Sevilha onde fica tambêm (com cota 331/182) o {I}Index generalis librorum bibliothecae divi Alberti Hispalensis{/I}, feito em 1788 e de 344 pp., fólio.",,1989-12-30,ASKINS,2019-04-09,ASKINS,,,,,Sevilha: Colegio de San Alberto
BITAGAP insid 1052,INSTITUTIONS*NAME_CLASS*U,Collegio Societate Jesu,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*EDUCACIONAL,INSTITUTIONS*TYPE*8,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-01-05,ASKINS,2019-04-09,ASKINS,,,,,Lovaina: Collegio Societate Jesu
BITAGAP insid 1054,INSTITUTIONS*NAME_CLASS*U,Convento de Noya (OFM),,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1365,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 5226,,,,,,,,,,,,,,,,,,,BITAGAP subid 1483,,,,,,,,1990-01-05,ASKINS,2024-06-19,SHARRER,,,,,Noia: Convento de Noya (OFM)
BITAGAP insid 1055,INSTITUTIONS*NAME_CLASS*U,Biblioteca Real,,,,,,"Domingos, et al. (2006)",,,,,,,,,,,INSTITUTIONS*CLASS*PART,INSTITUTIONS*TYPE*6,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1001,,,,,,,,,,,,,,,,,BITAGAP bibid 13059,,,,,,,,,,,BITAGAP subid 1457,,,,,,,,1990-01-05,ASKINS,2024-04-14,SCHAFFER,,,,,Lisboa: Biblioteca Real
BITAGAP insid 1056,INSTITUTIONS*NAME_CLASS*U,Monasterio de San Miguel de los Reyes,,1545,,1835,,Wikidata,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1316,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 5227,,,,,,Wikidata,,BITAGAP bibid 22953,,,Q4891102,,,,,,,,BITAGAP subid 1483,,,,,,,,1990-01-05,ASKINS,2021-12-04,SHARRER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q4891102,,2021-12-04,Valência: Monasterio de San Miguel de los Reyes
BITAGAP insid 1057,INSTITUTIONS*NAME_CLASS*U,Monasterio de San Lorenzo el Real,,1563,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1030,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 5227,,1567,,1837.0,,,,BITAGAP bibid 13569,,,Q28471,,,,,,,,BITAGAP subid 1483,,,,,,,,1990-01-05,ASKINS,2024-01-21,ASKINS,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q28471,,2021-12-04,El Escorial: Monasterio de San Lorenzo el Real
BITAGAP insid 1058,INSTITUTIONS*NAME_CLASS*U,Bibliothèque royale,,1461,,1792,,,,,,,,,,,,,INSTITUTIONS*CLASS*BIBL,INSTITUTIONS*TYPE*6,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1011,,,,,,,,,,,,,,,,,BITAGAP bibid 22953,,,Q33291377,,,,,,,,BITAGAP subid 1606,,,,,,,,1990-01-05,ASKINS,2024-01-21,ASKINS,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q33291377,,2021-12-04,Paris: Bibliothèque royale
BITAGAP insid 1059,INSTITUTIONS*NAME_CLASS*U,Convento de São Paulo,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1194,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1032,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 1103,,,,,,,INSTITUTIONS*RELATED_BIBCLASS*TRA,BITAGAP bibid 10560,,481-83,,,,,,,,,BITAGAP subid 1483,,,,,,,,1990-01-06,ASKINS,2024-06-19,SHARRER,,,,,Palmela: Convento de São Paulo
BITAGAP insid 1060,INSTITUTIONS*NAME_CLASS*U,Colégio dos Nobres,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1761-03-07,,,,Wikidata,INSTITUTIONS*CLASS*EDUCACIONAL,INSTITUTIONS*TYPE*8,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1001,,,,,,,,,,,,,,,,,BITAGAP bibid 10184,1,passim,Q10357814,,,,,,,,BITAGAP subid 1420,,,,,,,,1990-01-07,ASKINS,2024-06-23,SCHAFFER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q10357814,,2021-12-04,Lisboa: Colégio dos Nobres
BITAGAP insid 1061,INSTITUTIONS*NAME_CLASS*U,Santa Marinha de Valdosende,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1057,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1483,,,,,,,,1990-07-03,ASKINS,2024-01-28,ASKINS,,,,,Valdozende: Santa Marinha de Valdosende
BITAGAP insid 1062,INSTITUTIONS*NAME_CLASS*U,Monasterio de Valcavado,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1126,,,,,,,,,,,,,,,,,BITAGAP bibid 22953,,,Q6021513,,,,,,,,BITAGAP subid 1483,,,,,,,,1990-07-04,ASKINS,2024-01-21,ASKINS,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q6021513,,2021-12-05,Castela (reino): Monasterio de Valcavado
BITAGAP insid 1063,INSTITUTIONS*NAME_CLASS*U,Biblioteca Pública de Braga,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*CIVI,INSTITUTIONS*TYPE*6,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1005,,,,,,,,,,,,,,,,,BITAGAP bibid 22953,,,Q16498215,,,,,,,,BITAGAP subid 1457,,,,,,,,1990-07-05,ASKINS,2024-04-14,SCHAFFER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q16498215,,2021-12-05,Biblioteca Pública de Braga
BITAGAP insid 1064,INSTITUTIONS*NAME_CLASS*U,Catedral de Toledo,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*2,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1052,,,,,,,,,,,,,,,,,BITAGAP bibid 22953,,87-118,Q1123180,,,,,,,,BITAGAP subid 1483,,,,,,,,1990-07-12,ASKINS,2022-10-04,SHARRER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1123180,,2021-12-05,Catedral de Toledo
BITAGAP insid 1065,INSTITUTIONS*NAME_CLASS*U,São Miguel da Lousada,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1904,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1483,,,,,,,,1990-07-18,ASKINS,2021-12-05,SHARRER,,,,,São Miguel da Lousada
BITAGAP insid 1066,INSTITUTIONS*NAME_CLASS*U,Mosteiro de Nossa Senhora de Belém (OSH),,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1496-06-23,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1795,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 5227,,,,,,,,BITAGAP bibid 18979,2,23-25,Q272781,,,,,,BITAGAP bioid 1022,,BITAGAP subid 1483,,,,,,,,1990-08-14,ASKINS,2024-03-13,ASKINS,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q272781,,2021-12-05,Santa Maria de Belém: Mosteiro de Nossa Senhora de Belém (OSH)
BITAGAP insid 1067,INSTITUTIONS*NAME_CLASS*U,Mosteiro de Santa Maria do Paraíso,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1430,,,,Wikipédia,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1008,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 5222,,,,,,,,BITAGAP bibid 23031,,passim,,,,,,,,,BITAGAP subid 1483,,,,,,,,1990-09-16,ASKINS,2024-06-26,SHARRER,UNIVERSAL*INTERNET_CLASS*URL,https://digitarq.arquivos.pt/details?id=4380671,história,2021-12-05,Évora: Mosteiro de Santa Maria do Paraíso
BITAGAP insid 1068,INSTITUTIONS*NAME_CLASS*U,Museu Municipal,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*CULT,INSTITUTIONS*TYPE*55,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-09-16,ASKINS,2024-06-11,ASKINS,,,,,Azuaga: Museu Municipal
BITAGAP insid 1069,INSTITUTIONS*NAME_CLASS*U,Convento de Nossa Senhora da Piedade da Esperança (OFM),,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1524,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1001,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 5226,,,,,,,,BITAGAP bibid 10560,,301-02,,,,,,,,,BITAGAP subid 1483,,,,,,,,1990-09-17,ASKINS,2024-06-19,SHARRER,,,,,Lisboa: Convento de Nossa Senhora da Piedade da Esperança (OFM)
BITAGAP insid 1070,INSTITUTIONS*NAME_CLASS*U,Mosteiro de Jesus (OP),,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1450,ca.,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1069,,,,,,,,,,,,,,,,,BITAGAP bibid 22991,11,"267-68, 310",126,,,,,,BITAGAP bioid 2782,,BITAGAP subid 1483,,,,,,,,1990-09-18,ASKINS,2024-06-19,SHARRER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q10332621,,2021-12-05,Aveiro: Mosteiro de Jesus (OP)
BITAGAP insid 1071,INSTITUTIONS*NAME_CLASS*U,Convento de São Francisco de Caria,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1443,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1084,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 5226,,,,,,,,BITAGAP bibid 2258,,225,,,,,,,,,BITAGAP subid 1483,,,,,,,,1991-02-14,ASKINS,2024-06-19,SHARRER,,,,,Viseu: Convento de São Francisco de Caria
BITAGAP insid 1072,INSTITUTIONS*NAME_CLASS*U,Mosteiro do Salvador de Vairão (OSB),,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,974,ad quem,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 2279,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 5224,,,,,,,,BITAGAP bibid 15195,14,251-59,,,,,,,,,BITAGAP subid 1007,,,,,,,,1991-03-05,ASKINS,2024-01-21,ASKINS,,,,,Mosteiro do Salvador de Vairão (OSB)
BITAGAP insid 1074,INSTITUTIONS*NAME_CLASS*U,Mosteiro de São Paulo,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1376,ca.,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 2261,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 5242,,,,,,,,BITAGAP bibid 22999,,92,93,,,,,,,,BITAGAP subid 1483,,,,,,,,1991-04-27,ASKINS,2024-06-26,SHARRER,UNIVERSAL*INTERNET_CLASS*URL,http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=2731,,2024-06-26,Serra de Ossa (região): Mosteiro de São Paulo
BITAGAP insid 1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BITAGAP insid 1076,INSTITUTIONS*NAME_CLASS*U,Tribunal da Relação,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*CIVI,INSTITUTIONS*TYPE*16,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1001,,,,,,,,,,,,,,,,,BITAGAP bibid 3952,9,42-46,,,,,,,,,,,,,,,,,1991-04-27,ASKINS,2001-03-11,ASKINS,,,,,Lisboa: Tribunal da Relação
BITAGAP insid 1079,INSTITUTIONS*NAME_CLASS*U,Biblioteca Pública e Arquivo Distrital,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*CIVI,INSTITUTIONS*TYPE*6,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Biblioteca Pública (BITAGAP libid 109) e o Arquivo Distrital (libid 278) foram separados pelo Decreto-Lei n{SS}o{ES} 60/97 em 1997-03-20.,,1991-07-14,ASKINS,2024-04-14,SCHAFFER,,,,,Évora: Biblioteca Pública e Arquivo Distrital
BITAGAP insid 1080,INSTITUTIONS*NAME_CLASS*U,Mosteiro de Nossa Senhora das Virtudes,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,Ermida de Santa Maria de Adema,,,,1403,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 2033,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 5226,,,,,,,,BITAGAP bibid 13344,2,306-13,IPA.00006498,,,,,,BITAGAP bioid 1065,BITAGAP geoid 3034,,,,,,,,,1991-10-07,ASKINS,2024-06-19,SHARRER,UNIVERSAL*INTERNET_CLASS*URL,http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=6498,cronologia,2024-06-01,Aveiras de Baixo: Mosteiro de Nossa Senhora das Virtudes
BITAGAP insid 1082,INSTITUTIONS*NAME_CLASS*U,Priorado do Crato,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*16,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1251,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 1085,,,,,,,,BITAGAP bibid 18321,24,105-43,,,,,,,,,,,,,,,,,1991-11-06,ASKINS,2020-07-27,SHARRER,,,,,Priorado do Crato
BITAGAP insid 1083,INSTITUTIONS*NAME_CLASS*U,Ordem de Avis,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1175-03,,1176-04,,,INSTITUTIONS*CLASS*ORDE,INSTITUTIONS*TYPE*14,INSTITUTIONS*RELATED_GEOCLASS*L,deslocada para,BITAGAP geoid 1346,,1211,ca.,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 3223,,,,,,,,BITAGAP bibid 18061,5,345-47,Q639358,,,,,,,,BITAGAP subid 1421,,,,,,"{I}Estatutos, Definições{/I}, 1196, 1213, 1341, 1412, 1468, 1503, 1515. {I}Regra de São Bento{/I}, 1164, 1186.",,1991-11-06,ASKINS,2024-06-23,SCHAFFER,UNIVERSAL*INTERNET_CLASS*URL,https://digitarq.arquivos.pt/details?id=4251150,história,2021-12-05,Ordem de Avis
BITAGAP insid 1084,INSTITUTIONS*NAME_CLASS*U,Ordem de Cristo,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,Sede,,BITAGAP geoid 2024,,1319-03-14,,1357,,,INSTITUTIONS*CLASS*ORDE,INSTITUTIONS*TYPE*14,,,,,,,,,,,,,,,,,,,INSTITUTIONS*RELATED_BIBCLASS*TRA,BITAGAP bibid 15083,1,passim,,,,,,,,BITAGAP geoid 2024,BITAGAP subid 1421,,,,,,"{I}Ordenações, Estatutos, Definições{/I}, 1372, 1426, 1449, 1503. {I}Regra de São Bento{/I}<br />",,1991-11-06,ASKINS,2024-06-30,SCHAFFER,,,,,Ordem de Cristo
BITAGAP insid 1085,INSTITUTIONS*NAME_CLASS*U,Ordem do Hospital,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ORDE,INSTITUTIONS*TYPE*14,INSTITUTIONS*RELATED_GEOCLASS*L,em Portugal,BITAGAP geoid 4312,,1112,ca.,1340.0,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 8643,,,,,,,,BITAGAP bibid 20970,3,"70, 72-74",,INSTITUTIONS*RELATED_MANCLASS*TRA,BITAGAP manid 6248,,133v-134r,,BITAGAP bioid 6525,,BITAGAP subid 1421,,,,,,,,1991-11-06,ASKINS,2024-06-23,SCHAFFER,,,,,Leça de Balio: Ordem do Hospital
BITAGAP insid 1086,INSTITUTIONS*NAME_CLASS*U,Ordem de Santa Clara,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ORDE,INSTITUTIONS*TYPE*15,,,,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 5226,,,,,,,,BITAGAP bibid 4155,,79-102,,,,,,,,,BITAGAP subid 1479,,,,,,,,1991-11-06,ASKINS,2022-08-03,SHARRER,,,,,Ordem de Santa Clara
BITAGAP insid 1087,INSTITUTIONS*NAME_CLASS*U,Mosteiro e Convento de São Francisco,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1216,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1010,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 5226,,,,,,,,BITAGAP bibid 10560,,273,,,,,,,BITAGAP bioid 6268,,BITAGAP subid 1483,,,,,,Destruído: 1322. Nova construção: 1400.,,1991-11-06,ASKINS,2024-06-19,SHARRER,,,,,Guimarães: Mosteiro e Convento de São Francisco
BITAGAP insid 1089,INSTITUTIONS*NAME_CLASS*U,Ordem da Santíssima Trindade (OSST),,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ORDE,INSTITUTIONS*TYPE*15,,,,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 3272,,,,,,,,BITAGAP bibid 10560,,437-48,,,,,,,,,BITAGAP subid 1479,,,,,,"{I}Regra de São João da Mata{/I}, 1198 [alterações de 1216, 1267]. {I}Constituições{/I}, pos-1230 com modificações de 1429.",,1991-11-06,ASKINS,2024-01-28,ASKINS,,,,,Ordem da Santíssima Trindade (OSST)
BITAGAP insid 1090,INSTITUTIONS*NAME_CLASS*U,Igreja de São Cristóvão,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*31,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1007,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 5241,,,,,,,,,,,,,,,,,,,BITAGAP subid 1483,,,,,,,,1991-11-06,ASKINS,2024-07-21,SCHAFFER,,,,,Coimbra: Igreja de São Cristóvão
BITAGAP insid 1091,INSTITUTIONS*NAME_CLASS*O,Mosteiro de São Pedro de Folques (CRSA),,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,Transferido para a mata de,,BITAGAP geoid 1713,,1086,ad quem,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,,,,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 5225,,1164,ad quem,,,,,BITAGAP bibid 10560,10:1,199-200,,INSTITUTIONS*RELATED_MANCLASS*TRA,BITAGAP manid 1866,,,,,,BITAGAP subid 1483,,,,,,,,1991-11-06,ASKINS,2023-01-19,SHARRER,,,,,Mosteiro de São Pedro de Arganil
BITAGAP insid 1092,INSTITUTIONS*NAME_CLASS*U,Mosteiro de Santa Maria de Celas (OCist),,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1221,ca.,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1007,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 5223,,,,,,,,BITAGAP bibid 17774,5,349-50,Q10332616,INSTITUTIONS*RELATED_MANCLASS*D,BITAGAP manid 1901,,,,BITAGAP bioid 2784,,BITAGAP subid 1483,,,,,,,,1991-11-06,ASKINS,2024-06-19,SHARRER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q10332616,,2021-07-16,Coimbra: Mosteiro de Santa Maria de Celas (OCist)
BITAGAP insid 1093,INSTITUTIONS*NAME_CLASS*O,Mosteiro de São Pedro e São Paulo de Arouca (OCist),,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,951,ad quam,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1220,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 5223,,1226,,1226.0,,,,BITAGAP bibid 21454,31,5-13,Q6898313,,,,,,,,BITAGAP subid 1483,,,,,,,,1991-11-06,ASKINS,2024-06-19,SHARRER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q6898313,,2021-07-16,Mosteiro de Santa Maria de Arouca (OCist)
BITAGAP insid 1094,INSTITUTIONS*NAME_CLASS*U,Torre do Tombo,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*CIVI,INSTITUTIONS*TYPE*21,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1001,,,,,,,,,,,,,,,,,BITAGAP bibid 10203,,passim,,INSTITUTIONS*RELATED_MANCLASS*TRA,BITAGAP manid 6215,,1r,,,,,,,,,,,,1991-11-06,ASKINS,2024-04-14,SCHAFFER,,,,,Lisboa: Torre do Tombo
BITAGAP insid 1095,INSTITUTIONS*NAME_CLASS*U,Mosteiro do Monte Sinai,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1169,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1483,,,,,,,,1991-11-06,ASKINS,2024-01-21,ASKINS,,,,,Monte Sinai (monte - serra): Mosteiro do Monte Sinai
BITAGAP insid 1096,INSTITUTIONS*NAME_CLASS*U,Mosteiro de Rachí,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1240,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1483,,,,,,,,1991-11-06,ASKINS,2024-01-21,ASKINS,,,,,Raytu: Mosteiro de Rachí
BITAGAP insid 1097,INSTITUTIONS*NAME_CLASS*U,Mosteiro do Monte Cassino,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1483,,,,,,,,1991-11-07,ASKINS,2024-01-28,ASKINS,,,,,Mosteiro do Monte Cassino
