INSID,NAME_CLASS,NAME,NAME_Q,NAME_BD,NAME_BDQ,NAME_ED,NAME_EDQ,NAME_BASIS,MILESTONE_CLASS,MILESTONE_DETAIL,MILESTONE_Q,MILESTONE_GEOID,MILESTONE_GEOIDQ,MILESTONE_BD,MILESTONE_BDQ,MILESTONE_ED,MILESTONE_EDQ,MILESTONE_BASIS,CLASS,TYPE,RELATED_GEOCLASS,RELATED_GEODETAIL,RELATED_GEOID,RELATED_GEOIDQ,RELATED_GEOBD,RELATED_GEOBDQ,RELATED_GEOED,RELATED_GEOEDQ,RELATED_GEOBASIS,RELATED_INSCLASS,RELATED_INSDETAIL,RELATED_INSID,RELATED_INSIDQ,RELATED_INSBD,RELATED_INSBDQ,RELATED_INSED,RELATED_INSEDQ,RELATED_INSBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,SUBJECT_BIOID,SUBJECT_GEOID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BITAGAP insid 5202,INSTITUTIONS*NAME_CLASS*U,Mosteiro de Santa Maria de Seiça (OCist),,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,BITAGAP geoid 6177,,1175,ca.,1834,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 2075,(Paião),,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 5223,,,,,,,,BITAGAP bibid 1532,5,150,Q66942767,,,,,,BITAGAP bioid 1145,,BITAGAP subid 1483,,,,,,,,2011-05-29,ASKINS,2022-08-15,ASKINS,UNIVERSAL*INTERNET_CLASS*URL,http://digitarq.arquivos.pt/details?id=4381101,descri’vão do Fundo,2022-08-15,Figueira da Foz: Mosteiro de Santa Maria de Seiça (OCist)
BITAGAP insid 5203,INSTITUTIONS*NAME_CLASS*U,Colégio de São Paulo,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*8,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1005,,,,,,,,,,,,,,,,,BITAGAP bibid 22953,,,Q103995089,,,,,,,,BITAGAP subid 1420,,,,,,,,2011-06-01,ASKINS,2021-12-08,SHARRER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q103995089,,2021-12-08,Braga: Colégio de São Paulo
BITAGAP insid 5204,INSTITUTIONS*NAME_CLASS*U,Ministério dos Negócios Estrangeiros [Comissão Internacional de Limites entre Portugal e Espanha],,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*CIVI,INSTITUTIONS*TYPE*16,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-07-01,ASKINS,,,,,,,Lisboa: Ministério dos Negócios Estrangeiros [Comissão Internacional de Limites entre Portugal e Espanha]
BITAGAP insid 5205,INSTITUTIONS*NAME_CLASS*U,São Cristóvão de Refojos de Riba de Ave,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 4707,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1483,,,,,,,,2011-07-16,ASKINS,2021-12-08,SHARRER,,,,,São Cristóvão de Refojos de Riba de Ave
BITAGAP insid 5206,INSTITUTIONS*NAME_CLASS*U,Convento de São Salvador,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1059,antes de,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 2236,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 5229,,,,,,,,BITAGAP bibid 18383,,240-41,,,,,,,,,BITAGAP subid 1483,,,,,,,,2011-08-06,ASKINS,2024-06-19,SHARRER,,,,,Vilar de Frades: Convento de São Salvador
BITAGAP insid 5207,INSTITUTIONS*NAME_CLASS*U,Duques de Cadaval [Casa],,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*PART,INSTITUTIONS*TYPE*6,,,,,,,,,,,,,,,,,,,,BITAGAP bibid 18398,3,"7-40, 73-81",Q8391905,,,,,,BITAGAP bioid 30822,BITAGAP geoid 1075,BITAGAP subid 1457,,,,,,"Biblioteca dividida, ca. 1952. Ver LIbid 823 (Évora) and Libid 144 (Muge).",,2011-09-01,ASKINS,2021-12-08,SHARRER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q8391905,,2021-12-08,Duques de Cadaval [Casa]
BITAGAP insid 5208,INSTITUTIONS*NAME_CLASS*U,Ordem de Santiago [Castela],,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1170,,,,,INSTITUTIONS*CLASS*ORDE,INSTITUTIONS*TYPE*14,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1455,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 1103,,,,,,,,BITAGAP bibid 16002,8,463-66,Q757097,,,,,,,,BITAGAP subid 1421,,,,,,,,2011-09-27,ASKINS,2021-12-08,SHARRER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q757097,,2021-12-08,Uclés: Ordem de Santiago [Castela]
BITAGAP insid 5209,INSTITUTIONS*NAME_CLASS*U,Casa do Espírito Santo da Pedreira,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1668,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*32,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1001,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 6507,,,,,,,,BITAGAP bibid 18145,,347-48,,,,,,,,,BITAGAP subid 1007,,,,,,,,2011-12-20,ASKINS,2024-01-22,ASKINS,,,,,Lisboa: Casa do Espírito Santo da Pedreira
BITAGAP insid 5210,INSTITUTIONS*NAME_CLASS*U,Convento de São João de Deus,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1629,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1001,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 6446,,,,,,,,BITAGAP bibid 14050,,95-99,Q19709587,,,,,,,,BITAGAP subid 1483,,,,,,,,2011-12-29,ASKINS,2024-06-19,SHARRER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q19709587,,2021-12-08,Lisboa: Convento de São João de Deus
BITAGAP insid 5211,INSTITUTIONS*NAME_CLASS*U,Condes de Vimieiro [Biblioteca],,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*BIBL,INSTITUTIONS*TYPE*6,,,,,,,,,,,,,,,,,,,,BITAGAP bibid 11623,3,51-81,Prefácio,,,,,,BITAGAP bioid 6300,,BITAGAP subid 1457,,,,,,"Biblioteca iniciada na primeira parte do século XVII por Manuel Severim de Faria que estava em mãos de D. Diogo de Faro e Sousa, 3{SS}o{ES} Conde do Vimieiro [Bioid 6300] quando foram descritos 211 dos seus manuscritos por D. Francisco Xavier de Meneses, 4{SS}o{ES} Conde de Ericeira. Com a morte do 5{SS}o{ES} Conde do Vimieiro, D. João de Faro e Sousa, em 1801 passou à herdeira, D. Maria do Resgate Carneiro de Sousa e Faro, 3{SS}a{ES} Condessa de Lumiares.",,2012-01-18,ASKINS,2024-01-22,ASKINS,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q9620840,,2021-12-09,Condes de Vimieiro [Biblioteca]
BITAGAP insid 5212,INSTITUTIONS*NAME_CLASS*U,Convento de Nossa Senhora da Assunção,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,[edificado],,,,1519,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1186,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 5226,,,,,,,,BITAGAP bibid 10560,,330,Q17117537,,,,,,BITAGAP bioid 6602,,BITAGAP subid 1483,,,,,,,,2012-02-04,ASKINS,2024-06-19,SHARRER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q17117537,,2021-12-09,Faro: Convento de Nossa Senhora da Assunção
BITAGAP insid 5213,INSTITUTIONS*NAME_CLASS*U,Arquivo da Câmara Municipal de Faro,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*CIVI,INSTITUTIONS*TYPE*21,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-02-04,ASKINS,2024-04-14,SCHAFFER,,,,,Arquivo da Câmara Municipal de Faro
BITAGAP insid 5214,INSTITUTIONS*NAME_CLASS*U,Mosteiro de Santa Clara de Entre-Ambos-os-Rios,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1258-09-13,,,,Calderón Medina (2012),INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1002,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 5226,,,,,,,,BITAGAP bibid 10560,20,"258, 294, 303",,,,,,,,,BITAGAP subid 1483,,,,,,,,2012-03-15,ASKINS,2024-06-19,SHARRER,UNIVERSAL*INTERNET_CLASS*URL,https://digitarq.arquivos.pt/details?id=1379448,descrição do Fundo na Torre do Tombo,2022-12-22,Porto: Mosteiro de Santa Clara de Entre-Ambos-os-Rios
BITAGAP insid 5215,INSTITUTIONS*NAME_CLASS*U,Convento de Santa Clara (OFM),,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,BITAGAP geoid 1017,,1258,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,[reestabelecida em],BITAGAP geoid 1017,,1258,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 5226,,,,,,,,BITAGAP bibid 10560,,"258, 278, 293, 301",Q11160605,,,,,,BITAGAP bioid 1146,,BITAGAP subid 1483,,,,,,,,2012-03-15,ASKINS,2024-06-19,SHARRER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q11160605,,2021-12-09,Santarém: Convento de Santa Clara (OFM)
BITAGAP insid 5216,INSTITUTIONS*NAME_CLASS*U,Concelho de Mós [de Moncorvo],,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*CIVI,INSTITUTIONS*TYPE*24,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-03-24,ASKINS,2024-07-26,ASKINS,,,,,Concelho de Mós [de Moncorvo]
BITAGAP insid 5217,INSTITUTIONS*NAME_CLASS*U,Mosteiro de São Martinho de Tibães (OSB),,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1071,ad quem,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 2275,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 5224,,,,,,,,BITAGAP bibid 22999,,63-64,IPA.00001151,,,,,,,,BITAGAP subid 1483,,,,,,,,2012-03-31,ASKINS,2024-06-14,SCHAFFER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q3267185,cronologia,2021-12-09,Freguesia de Mire de Tibães (freguesia - paróquia civil): Mosteiro de São Martinho de Tibães (OSB)
BITAGAP insid 5218,INSTITUTIONS*NAME_CLASS*U,Arquivo da Câmara,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*CIVI,INSTITUTIONS*TYPE*21,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 2249,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1457,,,,,,,,2012-04-02,ASKINS,2024-04-14,SCHAFFER,,,,,Aguiar da Beira: Arquivo da Câmara
BITAGAP insid 5219,INSTITUTIONS*NAME_CLASS*U,Convento de Nossa Senhora da Serra da Arrábida,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1542,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 3192,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 5226,,,,,,,,BITAGAP bibid 5110,,180-81,Q17117538,,,,,,,,BITAGAP subid 1483,,,,,,,,2012-06-11,ASKINS,2024-06-19,SHARRER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q17117538,,2021-12-09,Freguesia de São Lourenço de Azeitão (freguesia - paróquia civil): Convento de Nossa Senhora da Serra da Arrábida
BITAGAP insid 5220,INSTITUTIONS*NAME_CLASS*U,Igreja e Colegiada de São Bartolomeu,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*31,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1007,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 6564,,,,,,,,BITAGAP bibid 14712,8,27 e segs.,,,,,,,,,BITAGAP subid 1483,,,,,,,,2012-06-25,ASKINS,2024-07-21,SCHAFFER,,,,,Coimbra: Igreja e Colegiada de São Bartolomeu
BITAGAP insid 5221,INSTITUTIONS*NAME_CLASS*U,Colegiada de Santa Justa,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*31,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1007,,,,,,,,,,,,,,,,,BITAGAP bibid 14712,,187-97,Q74473728,,,,,,,,BITAGAP subid 1420,,,,,,,,2012-06-25,ASKINS,2024-07-21,SCHAFFER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q74473728,,2021-12-10,Coimbra: Colegiada de Santa Justa
BITAGAP insid 5222,INSTITUTIONS*NAME_CLASS*U,Ordem dos Pregadores (OP),,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,na França,,BITAGAP geoid 1527,,1216,ad quem,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*15,,,,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 1150,,,,,,,,BITAGAP bibid 17503,,"46-47, 57",Q131479,,,,,,BITAGAP bioid 6456,,BITAGAP subid 1479,,,,,,"Conventos em Santarém, Coimbra (1228), Porto (1238) e Lisboa (1242). {I}Consuetudines{/I}, 1216. {I}Instituções{/I}, 1224. {I}Constituições{/I}, 1239-41. {I}Regra de Santo agostinho{/I}<br />",,2012-07-06,ASKINS,2024-06-22,SHARRER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q131479,,2021-12-10,Ordem dos Pregadores (OP)
BITAGAP insid 5223,INSTITUTIONS*NAME_CLASS*U,Ordem de Cister (OCist),,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*15,,,,,,,,,,,,,,,,,,,,BITAGAP bibid 18061,5,passim,Q166861,,,,,,,,BITAGAP subid 1479,,,,,,,,2012-07-06,ASKINS,2023-04-17,SHARRER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q166861,,2021-12-10,Ordem de Cister (OCist)
BITAGAP insid 5224,INSTITUTIONS*NAME_CLASS*U,Ordem de São Bento (OSB),,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,529,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*15,,,,,,,,,,,,,,,,,,,,BITAGAP bibid 4202,,passim,Q131132,,,,,,,,BITAGAP subid 1479,,,,,,"Mosteiros de Tibães, Paço de Sousa, Santo Tirso, Arouca e Lorvão.<br />",,2012-07-06,ASKINS,2022-12-10,SCHAFFER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q131132,,2021-12-10,Ordem de São Bento (OSB)
BITAGAP insid 5225,INSTITUTIONS*NAME_CLASS*U,Cónegos Regulares de Santo Agostinho,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,em Portugal,,BITAGAP geoid 1007,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*15,,,,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 1006,,,,,,,,BITAGAP bibid 18238,2,passim,Q214528,,,,,,,,BITAGAP subid 1479,,,,,,"Mosteiros de Santa Cruz (1132, Coimbra), São Vicente de Fora (1147, Lisboa). {I}Costumes{/I}, 1135-39.<br />",,2012-07-06,ASKINS,2021-12-10,SHARRER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q214528,,2021-12-10,Cónegos Regulares de Santo Agostinho
BITAGAP insid 5226,INSTITUTIONS*NAME_CLASS*U,Ordem dos Frades Menores (OFM),,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,em Portugal,,BITAGAP geoid 1001,,1216,ca.,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*15,,,,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 3327,,,,,,,,BITAGAP bibid 18812,7,"78, 79 (n. 6), 80, 82, 83-84, 92",Q165005,,,,,,BITAGAP bioid 6268,,BITAGAP subid 1479,,,,,,"Primeiros conventos em Lisboa, Coimbra e Guimarães (1216-1217), Alenquer (1222), Évora (1224) e Leiria (1232). {I}Regra Franciscana{/I} 1221-23. {I}Regra de São Bento{/I} Clarissas, 1219. {I}Constituições{/I}, 1239.<br />",,2012-07-06,ASKINS,2023-04-15,SHARRER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q165005,,2021-12-10,Ordem dos Frades Menores (OFM)
BITAGAP insid 5227,INSTITUTIONS*NAME_CLASS*U,Ordem de São Jerônimo (OSH),,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*15,,,,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 1066,,1498,,,,,,BITAGAP bibid 22224,,149-68,Q1474312,,,,,,,,BITAGAP subid 1479,,,,,,,,2012-07-06,ASKINS,2021-12-10,SHARRER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1474312,,2021-12-10,Ordem de São Jerônimo (OSH)
BITAGAP insid 5229,INSTITUTIONS*NAME_CLASS*U,Congregação dos Cónegos Seculares de São João Evangelista (C.S.J.E),,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*15,,,,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 3245,,,,,,,,BITAGAP bibid 17503,,54-56,Q3655531,,,,,,,,BITAGAP subid 1479,,,,,,,,2012-07-06,ASKINS,2022-12-10,SCHAFFER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q3655531,história,2021-12-10,Congregação dos Cónegos Seculares de São João Evangelista (C.S.J.E)
BITAGAP insid 5230,INSTITUTIONS*NAME_CLASS*U,Convento de Nossa Senhora do Carmo,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1301,,1400,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1340,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 3383,,,,,,,,BITAGAP bibid 10560,,411,,,,,,,BITAGAP bioid 6509,,BITAGAP subid 1483,,,,,,,,2012-08-09,ASKINS,2024-06-19,SHARRER,,,,,Moura: Convento de Nossa Senhora do Carmo
BITAGAP insid 5232,INSTITUTIONS*NAME_CLASS*U,Concelho de Sines,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*CIVI,INSTITUTIONS*TYPE*24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-08-12,ASKINS,2019-04-10,ASKINS,,,,,Concelho de Sines
BITAGAP insid 5234,INSTITUTIONS*NAME_CLASS*U,Real Hospital das Caldas da Rainha,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,BITAGAP geoid 1869,,1485,,,,,INSTITUTIONS*CLASS*CULT,INSTITUTIONS*TYPE*11,,,,,,,,,,,,,,,,,,,,BITAGAP bibid 15126,5,491-519,Q10298488,,,,,,,,BITAGAP subid 1500,,,,,,,,2012-10-20,ASKINS,2022-12-10,SCHAFFER,UNIVERSAL*INTERNET_CLASS*URL,https://digitarq.adlra.arquivos.pt/details?id=1033300,história,2021-12-10,Real Hospital das Caldas da Rainha
BITAGAP insid 5235,INSTITUTIONS*NAME_CLASS*U,Igreja de Santa Maria da Oliveira,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1001,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 8301,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-11-17,ASKINS,2022-12-23,ASKINS,,,,,Lisboa: Igreja de Santa Maria da Oliveira
BITAGAP insid 5236,INSTITUTIONS*NAME_CLASS*U,"Abrantes, Casa de [Arquivo - Biblioteca]",,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*BIBL,INSTITUTIONS*TYPE*6,,,,,,,,,,,,,,,,,,,,BITAGAP bibid 15024,,,,,,,,,,,BITAGAP subid 1457,,,,,,"1) Aquisição do espólio pela Torre do Tombo: 'A documentação que constitui o fundo foi adquirida por compra em diversas ocasiões: directamente à família; a J. C. Silva (Livraria Histórica e Ultramarina), em 1975; à Livraria Avelar Machado, em 1976; comprada pela Direcção Geral do Património Cultural, em 1977; à Livraria Histórica e Ultramarina, em 1978 e 1981; a José Manuel Rodrigues, em 1982; no leilão Silva’s - Pedro de Azevedo, em 1989; à Biblarte, em 1992; no leilão Silva’s - Pedro de Azevedo, em 1994; e ao Professor Gonçalves Rodrigues, em 1995.' Para toda esta documentação (salvo a '2{SS}a{ES} parte' --aquela comprada ao Professor Gonçalves Rodrigues em 1995), ver o catálogo Bibid 15024.<br /><br />2) Para os documentos da '2{SS}a{ES} parte' (adquridos ao Professor Doutor Gonçalves Rodrigues em 1995), ver Bibid 15031. Pedem-se por 'Casa de Abrantes, 2{SS}a{ES} parte, n. x'. <br /><br />3) O Centro de Estudos Históricos (da Universidade Nova de Lisboa) comprou em leitão vários pergaminhos do espólio e vários mais estão no Arquivo Municipal de Abrantes, despositados lá pelo presente marquês. <br />",,2012-12-23,ASKINS,2024-01-22,ASKINS,UNIVERSAL*INTERNET_CLASS*URL,http://digitarq.dgarq.gov.pt/details?id=3908153,,,"Abrantes, Casa de [Arquivo - Biblioteca]"
BITAGAP insid 5237,INSTITUTIONS*NAME_CLASS*U,Convento de Cristo,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1147,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1058,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 3225,,,,,,,,BITAGAP bibid 22999,,336,4718,,,,,,,,BITAGAP subid 1483,,,,,,,,2012-12-24,ASKINS,2024-06-19,SHARRER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q736692,descrição e cronologia,2021-12-14,Tomar: Convento de Cristo
BITAGAP insid 5238,INSTITUTIONS*NAME_CLASS*U,Arquivo da Casa Franca,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*PART,INSTITUTIONS*TYPE*21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-12-27,ASKINS,2024-04-14,SCHAFFER,,,,,Arquivo da Casa Franca
BITAGAP insid 5239,INSTITUTIONS*NAME_CLASS*U,Mosteiro de Santo Agostinho,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1366,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1249,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 5241,,,,,,,,BITAGAP bibid 10560,,,,,,,,,BITAGAP bioid 6265,,,,,,,,,,2013-01-07,ASKINS,2024-06-27,SHARRER,,,,,Torres Vedras: Mosteiro de Santo Agostinho
BITAGAP insid 5240,INSTITUTIONS*NAME_CLASS*U,Convento de São Francisco,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1242,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1017,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 5226,,,,,,,,BITAGAP bibid 10560,,278,,INSTITUTIONS*RELATED_MANCLASS*TRA,BITAGAP manid 3974,,,,BITAGAP bioid 1160,,BITAGAP subid 1007,,,,,,,,2019-07-15,SCHAFFER,2024-06-19,SHARRER,,,,,Santarém: Convento de São Francisco
BITAGAP insid 5241,INSTITUTIONS*NAME_CLASS*U,Ordem dos Eremitas de Santo Agostinho (OESA),,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*15,,,,,,,,,,,,,,,,,,,,BITAGAP bibid 13591,,passim,Q29075,,,,,,BITAGAP bioid 6265,,BITAGAP subid 1479,,,,,,,,2013-01-07,ASKINS,2022-07-31,SHARRER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q29075,,2021-12-14,Ordem dos Eremitas de Santo Agostinho (OESA)
