SUBID,HEADING_MAIN,HM_CLASS,HM_TYPE,HM_FIELD,HM_BASIS,HEADING_VARIANT,HV_CLASS,HV_TYPE,HV_FIELD,HV_BASIS,HB_SUBID,HB_BASIS,HR_SUBID,HR_BASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BETA subid 1199,Exorcismo de espíritus malignos,,,,,Exorcismo,SUBJECT*HV_CLASS*SPANISH,SUBJECT*HV_TYPE*MARC,,LC,,,,,,,,,,,,,,,,,2008-04-29,FAULHABER,2011-12-03,FAULHABER,,,,,Exorcismo de espíritus malignos
BETA subid 1200,Asnos,,,,,Ases,SUBJECT*HV_CLASS*CAT,SUBJECT*HV_TYPE*MARC,,LC,BETA subid 1146,,,,,,,,,,,,,,,,2008-04-29,FAULHABER,2018-08-18,FAULHABER,,,,,Asnos
BETA subid 1201,Farmacia,,,,,Farmàcia,SUBJECT*HV_CLASS*CAT,SUBJECT*HV_TYPE*MARC,,LC,BETA subid 1045,,BETA subid 1191,,,,,,,,,,,,,,2008-04-29,FAULHABER,2011-12-04,FAULHABER,,,,,Farmacia
BETA subid 1202,Fábulas,SUBJECT*HM_CLASS*GENRE,,,,Fàbules,SUBJECT*HV_CLASS*CAT,SUBJECT*HV_TYPE*MARC,,LC,BETA subid 1013,LC,,,,,,,,,,,,,,,2008-04-29,FAULHABER,2011-12-04,FAULHABER,,,,,Fábulas
BETA subid 1203,Ética,,SUBJECT*HM_TYPE*MARC,,LC,Ètica,SUBJECT*HV_CLASS*CAT,SUBJECT*HV_TYPE*MARC,,LC,BETA subid 1089,,BETA subid 1059,,,,,,,,,,,,,,2008-04-29,FAULHABER,2011-12-04,FAULHABER,,,,,Ética
BETA subid 1204,Fueros - estatutos regionales,,,,Faulhaber,Furs,SUBJECT*HV_CLASS*CAT,,,,,,BETA subid 1098,,,,,,,,,,,,,,2008-04-29,FAULHABER,2011-12-04,FAULHABER,,,,,Fueros - estatutos regionales
BETA subid 1205,Gastronomía,,,,,Gastronomía,SUBJECT*HV_CLASS*SPANISH,,,,,,BETA subid 1047,,,,,,,,,,,,,,2008-04-29,FAULHABER,2011-12-04,FAULHABER,,,,,Gastronomía
BETA subid 1206,Goigs,,SUBJECT*HM_TYPE*MARC,,LC,Goigs,SUBJECT*HV_CLASS*CAT,,,LC,BETA subid 1234,,,,,,,,,,,,,,,,2008-04-29,FAULHABER,2011-12-04,FAULHABER,,,,,Goigs
BETA subid 1207,Gramática,,SUBJECT*HM_TYPE*MARC,,LC,Gramàtica,SUBJECT*HV_CLASS*CAT,SUBJECT*HV_TYPE*MARC,,LC,BETA subid 1208,,,,,,,,,,,,,,,,2008-04-29,FAULHABER,2011-12-04,FAULHABER,,,,,Gramática
BETA subid 1208,Lingüística,,SUBJECT*HM_TYPE*MARC,,LC,llengüística,SUBJECT*HV_CLASS*CAT,SUBJECT*HV_TYPE*MARC,,LC,,,BETA subid 1090,,,,,,,,,,,,"LC: “Here are entered works dealing with the scientific study of human speech, including phonetics, phonemics, morphology, and syntax”",,2008-04-29,FAULHABER,2017-06-08,FAULHABER,,,,,Lingüística
BETA subid 1209,Inquisición - Santo Oficio,,SUBJECT*HM_TYPE*MARC,,LC,Inquisició,SUBJECT*HV_CLASS*CAT,SUBJECT*HV_TYPE*MARC,,LC,,,,,,,,,,,,,,,,,2008-04-29,FAULHABER,2011-12-04,FAULHABER,,,,,Inquisición - Santo Oficio
BETA subid 1210,Lapidarios,,,,,Lapidarios,SUBJECT*HV_CLASS*SPANISH,SUBJECT*HV_TYPE*MARC,,LC,BETA subid 1079,,BETA subid 1221,,,,,,,,,,,,,,2008-04-29,FAULHABER,2015-03-14,FAULHABER,,,,,Lapidarios
BETA subid 1211,Lexicografía,,,,,Lexicografia,SUBJECT*HV_CLASS*CAT,SUBJECT*HV_TYPE*MARC,,LC,BETA subid 1208,,BETA subid 1212,,,,,,,,,,,,,,2008-04-29,FAULHABER,2011-12-04,FAULHABER,,,,,Lexicografía
BETA subid 1212,Diccionarios,,,,,Diccionaris,SUBJECT*HV_CLASS*CAT,SUBJECT*HV_TYPE*MARC,,LX,BETA subid 1090,,,,,,,,,,,,,,,,2008-04-29,FAULHABER,2017-06-08,FAULHABER,,,,,Diccionarios
BETA subid 1213,Literatura catalana hasta 1500,,,,,Literatura catalana cap a 1500,SUBJECT*HV_CLASS*CAT,SUBJECT*HV_TYPE*MARC,,LC,BETA subid 1250,,,,,,,,,,,,,,,,2008-04-29,FAULHABER,2011-12-04,FAULHABER,,,,,Literatura catalana hasta 1500
BETA subid 1214,Judaísmo - Liturgia,,,,,Judaísmo - Liturgia,SUBJECT*HV_CLASS*SPANISH,SUBJECT*HV_TYPE*MARC,,LC,BETA subid 1058,,,,,,,,,,,,,,,,2008-04-29,FAULHABER,2011-12-04,FAULHABER,,,,,Judaísmo - Liturgia
BETA subid 1215,Océano,,,,,Mar,SUBJECT*HV_CLASS*CAT,SUBJECT*HV_TYPE*MARC,,LC,BETA subid 1091,,,,,,,,,,,,,,,,2008-04-30,FAULHABER,2011-12-04,FAULHABER,,,,,Océano
BETA subid 1216,Materia clásica,,,,Faulhaber,Materia clásica,SUBJECT*HV_CLASS*SPANISH,,,,,,,,,,,,,,,,,,Faulhaber: No encuentro nada en el fichero de autoridades de la Library of Congress que equivalga a “Materia clásica”,,2008-04-30,FAULHABER,2016-01-02,FAULHABER,,,,,Materia clásica
BETA subid 1217,Magia,,,,,Màgia,SUBJECT*HV_CLASS*CAT,SUBJECT*HV_TYPE*MARC,,LC,,,BETA subid 1243,,,,,,,,,,,,,,2008-04-30,FAULHABER,2016-04-02,FAULHABER,,,,,Magia
BETA subid 1218,Medicina reproductiva,,,,,Medina reproductiva,SUBJECT*HV_CLASS*CAT,SUBJECT*HV_TYPE*MARC,,LC,BETA subid 1045,,,,,,,,,,,,,,,,2008-04-30,FAULHABER,2011-12-10,FAULHABER,,,,,Medicina reproductiva
BETA subid 1219,Mercados,,,,,Mercados,SUBJECT*HV_CLASS*SPANISH,SUBJECT*HV_TYPE*MARC,,LC,,,,,,,,,,,,,,,"LC: “Here are entered works on areas within which or arrangements by which many buyers and sellers are brought into contact with one another in order to exchange goods or services. Works on public gatherings at a stated time and place at which goods are exhibited and sold are entered under |a Fairs” Faulhaber: No se trata de la economía del mercado sino de, p. ej. mercados públicos",,2008-04-30,FAULHABER,2011-12-04,FAULHABER,,,,,Mercados
BETA subid 1220,Métrica - Versificación,,SUBJECT*HM_TYPE*MARC,,LC,Mètrica,SUBJECT*HV_CLASS*CAT,SUBJECT*HV_TYPE*MARC,,LC,,,,,,,,,,,,,,,,,2008-04-30,FAULHABER,2011-12-04,FAULHABER,,,,,Métrica - Versificación
BETA subid 1221,Minerología,,,,,Minerologia,SUBJECT*HV_CLASS*CAT,SUBJECT*HV_TYPE*MARC,,LC,BETA subid 1079,,BETA subid 1210,,,,,,,,,,,,,,2008-04-30,FAULHABER,2011-12-04,FAULHABER,,,,,Minerología
BETA subid 1222,Minorías,,,,,Minories,SUBJECT*HV_CLASS*CAT,SUBJECT*HV_TYPE*MARC,,LC,,,,,,,,,,,,,,,,,2008-04-30,FAULHABER,2011-12-04,FAULHABER,,,,,Minorías
BETA subid 1223,Milagros,,,,,Miracles,SUBJECT*HV_CLASS*CAT,SUBJECT*HV_TYPE*MARC,,LC,BETA subid 1058,,,,,,,,,,,,,,,,2008-04-30,FAULHABER,2011-12-04,FAULHABER,,,,,Milagros
BETA subid 1224,Mitología,,,,,Mitología,SUBJECT*HV_CLASS*SPANISH,,,,,,BETA subid 1216,,,,,,,,,,,,,,2008-04-30,FAULHABER,2011-12-04,FAULHABER,,,,,Mitología
BETA subid 1225,Monacato - Monasticismo - Órdenes religiosos,,SUBJECT*HM_TYPE*MARC,,LC,Monaquisme,SUBJECT*HV_CLASS*CAT,SUBJECT*HV_TYPE*MARC,,LC,BETA subid 1058,,,,,,,,,,,,,,,,2008-04-30,FAULHABER,2011-12-04,FAULHABER,,,,,Monacato - Monasticismo - Órdenes religiosos
BETA subid 1226,Notariado,,SUBJECT*HM_TYPE*MARC,,LC,Notariat,SUBJECT*HV_CLASS*CAT,SUBJECT*HV_TYPE*MARC,,LC,,,,,,,,,,,,,,,,,2008-04-30,FAULHABER,2011-12-04,FAULHABER,,,,,Notariado
BETA subid 1227,Numismática,,SUBJECT*HM_TYPE*MARC,,LC,Numismática,SUBJECT*HV_CLASS*CAT,SUBJECT*HV_TYPE*MARC,,LC,,,,,,,,,,,,,,,,,2008-04-30,FAULHABER,2011-12-04,FAULHABER,,,,,Numismática
BETA subid 1228,Aves - Pájaros,,SUBJECT*HM_TYPE*MARC,,LC,Ocells,SUBJECT*HV_CLASS*CAT,SUBJECT*HV_TYPE*MARC,,LC,,,,,,,,,,,,,,,,,2008-04-30,FAULHABER,2011-12-04,FAULHABER,,,,,Aves - Pájaros
BETA subid 1229,Artes y oficios - Artesanía,,,,,Oficis,SUBJECT*HV_CLASS*CAT,SUBJECT*HV_TYPE*MARC,,LC,,,,,,,,,,,,,,,,,2008-04-30,FAULHABER,2011-12-04,FAULHABER,,,,,Artes y oficios - Artesanía
BETA subid 1230,Oratoria,,SUBJECT*HM_TYPE*MARC,,LC,Oratòria,SUBJECT*HV_CLASS*CAT,SUBJECT*HV_TYPE*MARC,,LC,,,BETA subid 1023,,,,,,,,,,,,,,2008-04-30,FAULHABER,2011-12-04,FAULHABER,,,,,Oratoria
BETA subid 1231,Oratoria religiosa,,SUBJECT*HM_TYPE*MARC,,LC,Oratòria religiosa,SUBJECT*HV_CLASS*CAT,,,,BETA subid 1230,,BETA subid 1023,,,,,,,,,,,,,,2008-04-30,FAULHABER,2011-12-04,FAULHABER,,,,,Oratoria religiosa
BETA subid 1232,Paremiología,,,,,Paremiologia,SUBJECT*HV_CLASS*CAT,SUBJECT*HV_TYPE*MARC,,LC,,,,,,,,,,,,,,,,,2008-04-30,FAULHABER,2011-12-04,FAULHABER,,,,,Paremiología
BETA subid 1233,Pintura,,,,,Pintura,SUBJECT*HV_CLASS*CAT,SUBJECT*HV_TYPE*MARC,,LC,,,,,,,,,,,,,,,,,2008-04-30,FAULHABER,2011-12-04,FAULHABER,,,,,Pintura
BETA subid 1234,Poesía,,SUBJECT*HM_TYPE*MARC,,LC,Poesia,SUBJECT*HV_CLASS*CAT,SUBJECT*HV_TYPE*MARC,,LC,BETA subid 1250,,,,,,,,,,,,,,LC: “Here are entered general works on poetry and works limited to the philosophy of poetry. Works discussing collectively the technique and philosophy of poetry and works limited to the technique of poetry are entered under Poetics”,,2008-04-30,FAULHABER,2011-12-04,FAULHABER,,,,,Poesía
BETA subid 1235,Política,,,,,Política,SUBJECT*HV_CLASS*CAT,SUBJECT*HV_TYPE*MARC,,LC,,,,,,,,,,,,,,,,,2008-04-30,FAULHABER,2011-12-04,FAULHABER,,,,,Política
BETA subid 1236,Ciencia política,,,,,Ciència política,SUBJECT*HV_CLASS*CAT,,,,,,,,,,,,,,,,,,,,2008-04-30,FAULHABER,2011-12-04,FAULHABER,,,,,Ciencia política
BETA subid 1237,Profecías,,,,,Profecies,SUBJECT*HV_CLASS*CAT,SUBJECT*HV_TYPE*MARC,,LC,,,,,,,,,,,,,,,,,2008-04-30,FAULHABER,2012-11-28,FAULHABER,,,,,Profecías
BETA subid 1238,Protocolo,,,,,Protocol,SUBJECT*HV_CLASS*CAT,,,,,,BETA subid 1184,,,,,,,,,,,,,,2008-04-30,FAULHABER,2011-12-04,FAULHABER,,,,,Protocolo
BETA subid 1239,Química,,SUBJECT*HM_TYPE*MARC,,LC,Química,SUBJECT*HV_CLASS*CAT,SUBJECT*HV_TYPE*MARC,,LC,BETA subid 1079,,BETA subid 1135,,,,,,,,,,,,,,2008-04-30,FAULHABER,2011-12-04,FAULHABER,,,,,Química
BETA subid 1240,Sanidad - Regimientos de sanidad,,SUBJECT*HM_TYPE*MARC,,lc,Regiments de sanitat,SUBJECT*HV_CLASS*CAT,SUBJECT*HV_TYPE*MARC,,LC,,,,,,,,,,,,,,,"LC: “Here are entered works on optimal physical, mental, and social well-being, as well as how to achieve and preserve it”",,2008-04-30,FAULHABER,2011-12-04,FAULHABER,,,,,Sanidad - Regimientos de sanidad
BETA subid 1241,Sin clasificar,,,,,Sense classificar,SUBJECT*HV_CLASS*CAT,,,,,,,,,,,,,,,,,,Faulhaber: No existe tal concepto en el fichero de autoridades de la Library of Congress,,2008-04-30,FAULHABER,2011-12-04,FAULHABER,,,,,Sin clasificar
BETA subid 1242,Sexo,,,,,Sexe,SUBJECT*HV_CLASS*CAT,SUBJECT*HV_TYPE*MARC,,LC,,,,,,,,,,,,,,,,,2008-04-30,FAULHABER,2011-12-04,FAULHABER,,,,,Sexo
BETA subid 1243,Superstición - Creencias folclóricas,,SUBJECT*HM_TYPE*MARC,,LC,Superstició,SUBJECT*HV_CLASS*CAT,SUBJECT*HV_TYPE*MARC,,LC,,,,,,,,,,,,,,,,,2008-04-30,FAULHABER,2011-12-04,FAULHABER,,,,,Superstición - Creencias folclóricas
BETA subid 1244,Usatges,,,,,Usatges,SUBJECT*HV_CLASS*SPANISH,,,,,,BETA subid 1245,,,,,,,,,,,,Faulhaber: El fichero de autoridades de la Library of Congress sólo reconoce los {I}Usatges de Barcelona{/I},,2008-04-30,FAULHABER,2012-01-12,App Service - MCR,,,,,Usatges
BETA subid 1245,Derecho consuetudinario,,,,,Dret Consuetidinari,SUBJECT*HV_CLASS*CAT,SUBJECT*HV_TYPE*MARC,,LC,BETA subid 1100,,,,,,,,,,,,,,,,2008-04-30,FAULHABER,2011-12-04,FAULHABER,,,,,Derecho consuetudinario
BETA subid 1247,Visiones - Literatura visionaria,,SUBJECT*HM_TYPE*MARC,,LC,Visions,SUBJECT*HV_CLASS*CAT,SUBJECT*HV_TYPE*MARC,,LC,,,,,,,,,,,,,,,,,2008-04-30,FAULHABER,2011-12-04,FAULHABER,,,,,Visiones - Literatura visionaria
BETA subid 1248,Aduana,,,,,Customs administration,SUBJECT*HV_CLASS*ENGLISH,SUBJECT*HV_TYPE*MARC,,LC,,,,,,,,,,,,,,,,,2008-05-13,FAULHABER,2011-12-04,FAULHABER,,,,,Aduana
BETA subid 1249,Arancel,,,,,Border taxes,SUBJECT*HV_CLASS*ENGLISH,SUBJECT*HV_TYPE*MARC,450,Library of Congress,,,BETA subid 1248,Library of Congress,,,,,,,,,,,,,2008-05-14,FAULHABER,2011-12-04,FAULHABER,,,,,Arancel
BETA subid 1250,Literatura,,,,,Literature,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2008-10-10,FAULHABER,2011-12-04,FAULHABER,,,,,Literatura
BETA subid 1251,Literatura italiana hasta 1500,,,,Faulhaber,Italian literature to 1500,SUBJECT*HV_CLASS*ENGLISH,,,,BETA subid 1250,,,,,,,,,,,,,,,,2009-11-11,FAULHABER,2011-12-04,FAULHABER,,,,,Literatura italiana hasta 1500
BETA subid 1252,Paz - tratados de,,,,Faulhaber,"Peace, treaties of",SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2009-12-20,FAULHABER,2011-12-10,FAULHABER,,,,,Paz - tratados de
BETA subid 1253,Asuntos exteriories,,,,Faulhaber,Foreign affairs,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2009-12-20,FAULHABER,2011-12-04,FAULHABER,,,,,Asuntos exteriories
BETA subid 1254,Derecho criminal,,,,Faulhaber,Criminal law,SUBJECT*HV_CLASS*SPANISH,,,Faulhaber,BETA subid 1100,,,,,,,,,,,,,,,,2009-12-20,FAULHABER,2011-12-04,FAULHABER,,,,,Derecho criminal
BETA subid 1255,Islam - Liturgia,,,,,Islam - Liturgy,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2010-01-15,FAULHABER,2011-12-04,FAULHABER,,,,,Islam - Liturgia
BETA subid 1256,Mudéjares - Revuelta de los (1501) - Alpujarras - Rebelión de las (1501),SUBJECT*HM_CLASS*EVENT,,,Wikipedia,"Mudéjares, Revuelta de los (1501)",SUBJECT*HV_CLASS*SPANISH,,,Wikipedia,,,,,,BETA bibid 4572,,,,,,,,,,,2010-03-20,FAULHABER,2015-08-23,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://es.wikipedia.org/wiki/Revuelta_mud%C3%A9jar,Wikipedia,2010-03-20,Mudéjares - Revuelta de los (1501) - Alpujarras - Rebelión de las (1501)
BETA subid 1257,Castilla - Hambre en (1506),SUBJECT*HM_CLASS*EVENT,,,Dutton,"Castile, famine in (1506)",SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,BETA bibid 1002,I,202.0,17*RJ 4549,,,,,,,,2010-03-21,FAULHABER,2015-08-23,FAULHABER,,,,,Castilla - Hambre en (1506)
BETA subid 1258,Negros,,,,Faulhaber,Blacks,SUBJECT*HV_CLASS*OTHER,,,,,,,,,,,,,,,,,,,,2010-03-23,FAULHABER,2011-12-04,FAULHABER,,,,,Negros
BETA subid 1259,Post-incunables (1501-1520),,,,Faulhaber,post-incunables,SUBJECT*HV_CLASS*ENGLISH,,,,,,BETA subid 1109,,,BETA bibid 1218,,,,,,,,,"'Post-incunable” se refiere a impresos producidos en las dos primeras décadas del s. XVI, 1501-1520. Su identificación y lozalización dependen principamente de Norton 1978 y Martín Abad 2002, 2007 y 2016",,2011-12-03,FAULHABER,2020-04-09,FAULHABER,,,,,Post-incunables (1501-1520)
BETA subid 1260,Aves de rapiña,,,,Faulhaber,Birds of prey,SUBJECT*HV_CLASS*ENGLISH,,,,BETA subid 1228,,,,,,,,,,,,,,,,2011-12-03,FAULHABER,,,,,,,Aves de rapiña
BETA subid 1261,Cofradías,,,,,Confraternities,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2011-12-03,FAULHABER,,,,,,,Cofradías
BETA subid 1262,Derecho civil,,,,,Civil law,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2012-06-26,FAULHABER,,,,,,,Derecho civil
BETA subid 1263,Manuscrito fechado o fechable,,,,,Dated or datable manuscript,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2013-04-26,FAULHABER,2023-05-02,FAULHABER,,,,,Manuscrito fechado o fechable
BETA subid 1264,Documento fechado,,,,,Dated document,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2013-05-07,FAULHABER,2013-05-07,FAULHABER,,,,,Documento fechado
BETA subid 1265,Internet - Facsímiles digitalizados,,,,,Internet - Digitized works,SUBJECT*HV_CLASS*ENGLISH,,,,BETA subid 1267,,,,,,,,,,,,,,,,2013-10-16,FAULHABER,2015-05-19,FAULHABER,,,,,Internet - Facsímiles digitalizados
BETA subid 1266,Internet - Textos electrónicos,,,,,Electronic texts - Internet,SUBJECT*HV_CLASS*ENGLISH,,,,BETA subid 1267,,,,,,,,,,,,,,,,2013-10-16,FAULHABER,2013-10-16,FAULHABER,,,,,Internet - Textos electrónicos
BETA subid 1267,Fuentes electrónicas,,,,,Electronic sources,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2013-10-16,FAULHABER,,,,,,,Fuentes electrónicas
BETA subid 1268,Imprenta,,,,,Printing,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2013-11-19,FAULHABER,,,,,,,Imprenta
BETA subid 1269,Sueños,,,,,Dreams,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2013-12-29,FAULHABER,,,,,,,Sueños
BETA subid 1270,Vinicultura,,,,,wine-growing,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2013-12-30,FAULHABER,,,,,,,Vinicultura
BETA subid 1271,Pediátrica,,,,,Pediatrics,SUBJECT*HV_CLASS*ENGLISH,,,,BETA subid 1045,,,,,,,,,,,,,,,,2014-01-02,FAULHABER,2014-01-05,FAULHABER,,,,,Pediátrica
BETA subid 1272,Sífilis,,,,,Syphilis,SUBJECT*HV_CLASS*ENGLISH,,,,BETA subid 1045,,,,,,,,,,,,,,,,2014-01-06,FAULHABER,,,,,,,Sífilis
BETA subid 1273,Sentencias,,,,,Sententiae,SUBJECT*HV_CLASS*OTHER,,,,,,,,,,,,,,,,,,,,2014-01-23,FAULHABER,,,,,,,Sentencias
BETA subid 1274,Moral cristiana,,,,,Christian morality,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2014-01-23,FAULHABER,2014-01-23,FAULHABER,,,,,Moral cristiana
BETA subid 1275,Vida cristiana,,,,,Christian life,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2014-01-23,FAULHABER,2014-01-23,FAULHABER,,,,,Vida cristiana
BETA subid 1276,Meditaciones,,,,,Meditations,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2014-01-23,FAULHABER,,,,,,,Meditaciones
BETA subid 1277,Fiesta de los locos,,,,Wikipedia,Feast of Fools,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,BETA bibid 4572,,,,,,,,,,,2014-01-23,FAULHABER,2015-08-23,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://es.wikipedia.org/wiki/Fiesta_de_los_locos,Wikipedia,2014-01-23,Fiesta de los locos
BETA subid 1278,Fiesta del asno,,,,Wikipedia,Feast of Asses,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,BETA bibid 4572,,,,,,,,,,,2014-01-23,FAULHABER,2015-08-23,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://es.wikipedia.org/wiki/Fiesta_del_asno,Wikipedia,2014-01-23,Fiesta del asno
BETA subid 1279,Fiesta del obispillo,,,,Wikipedia,Boy bishop,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,BETA bibid 4572,,,,,,,,,,,2014-01-23,FAULHABER,2015-08-23,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://es.wikipedia.org/wiki/Fiesta_del_obispillo,WIkipedia,2014-01-23,Fiesta del obispillo
BETA subid 1280,Encuadernadores,,,,,Bookbinders,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2014-02-12,FAULHABER,,,,,,,Encuadernadores
BETA subid 1281,Perros,,,,,Dogs,SUBJECT*HV_CLASS*ENGLISH,SUBJECT*HV_TYPE*LC,sh85038796,,,,,,,,,,,,,,,,,,2014-08-10,FAULHABER,2014-08-10,FAULHABER,,,,,Perros
BETA subid 1282,bulas papales,SUBJECT*HM_CLASS*GENRE,,,,"Bulls, Papal",SUBJECT*HV_CLASS*ENGLISH,SUBJECT*HV_TYPE*LC,,,,,,,,,,,,,,,,,,,2015-01-03,FAULHABER,,,,,,,bulas papales
BETA subid 1283,Numerología,,,,,Numerology,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2015-11-11,FAULHABER,,,,,,,Numerología
BETA subid 1284,Materia carolingia,,,,,Caroligian legends,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2016-01-02,FAULHABER,2016-01-02,FAULHABER,,,,,Materia carolingia
BETA subid 1285,Zoología,,,,Faulhaber,Zoology,SUBJECT*HV_CLASS*ENGLISH,,,,BETA subid 1079,,BETA subid 1228,,,,,,,,,,,,,,2016-01-11,FAULHABER,2016-01-11,FAULHABER,,,,,Zoología
BETA subid 1286,Biología,,,,,Biology,SUBJECT*HV_CLASS*ENGLISH,,,,BETA subid 1079,,,,,,,,,,,,,,,,2016-01-11,FAULHABER,2022-02-21,FAULHABER,,,,,Biología
BETA subid 1287,Conjuro,,,,,Spell,SUBJECT*HV_CLASS*ENGLISH,SUBJECT*HV_TYPE*MARC,,LC,BETA subid 1217,,BETA subid 1243,,,,,,,,,,,,,,2016-04-02,FAULHABER,,,,,,,Conjuro
BETA subid 1288,Sericultura,,,,,,,,,,BETA subid 1053,,,,,,,,,,,,,,,,2016-11-10,FAULHABER,,,,,,,Sericultura
BETA subid 1289,Francia,,,,,France,SUBJECT*HV_CLASS*FRENCH,,,,,,,,,,,,,,,,,,,,2016-11-24,FAULHABER,2016-11-25,FAULHABER,,,,,Francia
BETA subid 1290,Polonia,,,,,Poland,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2016-11-24,FAULHABER,2024-05-31,FAULHABER,,,,,Polonia
BETA subid 1291,Alemania,,,,,Germany,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2016-11-24,FAULHABER,2016-11-25,FAULHABER,,,,,Alemania
BETA subid 1292,Italia,,,,,Italy,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2016-11-24,FAULHABER,2016-11-25,FAULHABER,,,,,Italia
BETA subid 1293,Reino Unido,,,,,United Kingdom,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2016-11-24,FAULHABER,2016-11-25,FAULHABER,,,,,Reino Unido
BETA subid 1294,Bélgica,,,,,Belgium,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2016-11-24,FAULHABER,2016-11-28,FAULHABER,,,,,Bélgica
BETA subid 1295,República Checa,,,,,Czech Republic,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2016-11-24,FAULHABER,2016-11-28,FAULHABER,,,,,República Checa
BETA subid 1296,Dinamarca,,,,,Danmark,SUBJECT*HV_CLASS*OTHER,,,,,,,,,,,,,,,,,,,,2016-11-24,FAULHABER,2016-11-28,FAULHABER,,,,,Dinamarca
BETA subid 1297,Holanda,,,,,Nederland,SUBJECT*HV_CLASS*OTHER,,,,,,,,,,,,,,,,,,,,2016-11-24,FAULHABER,2016-11-28,FAULHABER,,,,,Holanda
BETA subid 1298,Hungría,,,,,Hungary,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2016-11-24,FAULHABER,2016-11-29,FAULHABER,,,,,Hungría
BETA subid 1299,Irelanda,,,,,Ireland,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2016-11-24,FAULHABER,2016-11-29,FAULHABER,,,,,Irelanda
BETA subid 1300,México,,,,,Mexique,SUBJECT*HV_CLASS*FRENCH,,,,,,,,,,,,,,,,,,,,2016-11-24,FAULHABER,2016-11-29,FAULHABER,,,,,México
BETA subid 1301,Suecia,,,,,Sverige,SUBJECT*HV_CLASS*OTHER,,,,,,,,,,,,,,,,,,,,2016-11-25,FAULHABER,2016-11-29,FAULHABER,,,,,Suecia
BETA subid 1302,Suiza,,,,,Switzerland,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2016-11-25,FAULHABER,2016-11-29,FAULHABER,,,,,Suiza
BETA subid 1303,Escocia,,,,,Scotland,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2016-11-25,FAULHABER,,,,,,,Escocia
BETA subid 1304,España,,,,,Spain,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2016-11-25,FAULHABER,,,,,,,España
BETA subid 1305,Rusia,,,,,Russia,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2016-11-25,FAULHABER,,,,,,,Rusia
