BIOID,NAME_CLASS,NAME_FIRST,NAME_LAST,NAME_NUMBER,NAME_HONORIFIC,NAME_EPITHET,NAME_Q,NAME_BD,NAME_BDQ,NAME_ED,NAME_EDQ,NAME_BASIS,TITLE,TITLE_NUMBER,TITLE_CONNECTOR,TITLE_GEOID,TITLE_Q,TITLE_BD,TITLE_BDQ,TITLE_ED,TITLE_EDQ,TITLE_BASIS,MILESTONE_CLASS,MILESTONE_DETAIL,MILESTONE_Q,MILESTONE_GEOID,MILESTONE_GEOIDQ,MILESTONE_BD,MILESTONE_BDQ,MILESTONE_ED,MILESTONE_EDQ,MILESTONE_BASIS,AFFILIATION_CLASS,AFFILIATION_TYPE,AFFILIATION_Q,AFFILIATION_GEOID,AFFILIATION_GEOIDQ,AFFILIATION_BD,AFFILIATION_BDQ,AFFILIATION_ED,AFFILIATION_EDQ,AFFILIATION_BASIS,SEX,RELATED_BIOCLASS,RELATED_BIODETAIL,RELATED_BIOID,RELATED_BIOIDQ,RELATED_BIOBD,RELATED_BIOBDQ,RELATED_BIOED,RELATED_BIOEDQ,RELATED_BIOBASIS,RELATED_INSCLASS,RELATED_INSDETAIL,RELATED_INSID,RELATED_INSIDQ,RELATED_INSBD,RELATED_INSBDQ,RELATED_INSED,RELATED_INSEDQ,RELATED_INSBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,SUBJECT_GEOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BETA bioid 3263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*ENEMIGO,,BETA bioid 1308,,1449-07-26,,,,Arteaga I:147,,,,,,,,,,,BETA bibid 2774,,,"728, 968",,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*BROTHER,,BETA bioid 1511,,,,,,,,,,,,,,,,,BETA bibid 1806,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*CONSO,,BETA bioid 1018,,,,,,,,,,,,,,,,,BETA bibid 2639,,305n,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*<OFI,(mayordomo),BETA bioid 4241,,1450-04-29,,,,Castro 401,,,,,,,,,,,BETA bibid 1130,,401,372,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*IDENTO,,BETA bioid 1958,?,,,,,,,,,,,,,,,,BETA bibid 4106,I,183-84,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*PATRO-CLI,,BETA bioid 8818,,,,,,,,,,,,,,,,,BETA bibid 2291,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*PATRO-CLI,,BETA bioid 8819,,,,,,Cañizares 2019,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 4417,,107-10,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*PATRO-CLI,,BETA bioid 8855,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 4813,,18-27,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 4572,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 6153,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 1806,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3558,BIOGRAPHY*NAME_CLASS*NATV,Diego,López de Stúñiga,,,,,,,,,,BIOGRAPHY*TITLE*SENOR,BIOGRAPHY*TITLE_NUMBER*1,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 1546,,1396,,1417,,DB~e,BIOGRAPHY*MILESTONE_CLASS*BOR,,,BETA geoid 2850,,1350,,,,Wikidata,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*NOBLE,,,,,,,,,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*TUTOR1,,BETA bioid 1020,,,,1409,,Dutton 1991:363,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 9036,,68-70,,,,,,,,,,,,,,,"¿identificables Diego de Estúñiga ({I}Cronología{/I} 321) y Diego de Zúñiga ({I}Cronología{/I} 1045), como sugiere Dutton 1991?",,1990-06-03,FAULHABER,2024-08-13,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://dbe.rah.es/biografias/17605/diego-lopez-de-stuniga,RAH DB~e,2021-06-13,"Diego López de Stúñiga, 1. señor de Béjar [1396 - 1417]"
BETA bioid 3558,BIOGRAPHY*NAME_CLASS*OTHR,Diego,López de Estúñiga,,,,,,,,,Dutton 1991,BIOGRAPHY*TITLE*CAMARERO,,,,,1379-05-29,a quo,,,DB~e,BIOGRAPHY*MILESTONE_CLASS*BOR,,,,,1365,?,,,Dutton 1991,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*POET,,,,,,,,Dutton 1982,,BIOGRAPHY*RELATED_BIOCLASS*REGTE,,BETA bioid 1017,,1392,,,,DB~e,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 8309,,,17605/diego-lopez-de-stuniga,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q5806312,Wikidata,2021-06-13,
BETA bioid 3558,BIOGRAPHY*NAME_CLASS*OTHR,Diego de,Zúñiga,,,,,,,,,Dutton 1982,BIOGRAPHY*TITLE*JUSTICIAMAYOR,,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 1162,,1395-02,,,,DB~e,BIOGRAPHY*MILESTONE_CLASS*DIE,,,BETA geoid 1028,,1417,,,,Wikidata,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*OFI,(camarero mayor) de,BETA bioid 1019,,,,,,DB~e,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 8603,,,Q5806312,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3558,BIOGRAPHY*NAME_CLASS*OTHR,Diego de,Estúñiga,,,,,,,,,Dutton 1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*FATHER,,BETA bioid 1604,,,,,,Vicens Hualde,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VIDOB,BETA bibid 3354,VII,363-64,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*OBR,BETA bibid 2749,,103,321,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*OBR,BETA bibid 2749,,224,1045,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*OBR,BETA bibid 1002,II,198,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3648,BIOGRAPHY*NAME_CLASS*NATV,Juan,Cromberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*PRINTER,,BETA geoid 1003,,1500,,1540,,BNE Cat.,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*FATHER,,BETA bioid 3615,,,,,,,,,,,,,,,,,BETA bibid 9022,,,XX1308002,,,,,,,,,,,,,,,,1994-06-12,FAULHABER,2024-07-13,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://datos.bne.es/persona/XX1308002.html,BNE Datos,2024-07-13,"Juan Cromberger, impresor Sevilla (1500 - 1540)"
BETA bioid 3648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*SON,,BETA bioid 2266,,,,,,,,,,,,,,,,,BETA bibid 3506,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*SON,,BETA bioid 8753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*FATHER,,BETA bioid 8756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3771,BIOGRAPHY*NAME_CLASS*NATV,Álvaro de,Zúñiga y Guzmán,,,,,,,,,DB~e,BIOGRAPHY*TITLE*DUQUE,BIOGRAPHY*TITLE_NUMBER*1,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 1031,,1469-12-20,,1480-07-25,,Lora Serrano,BIOGRAPHY*MILESTONE_CLASS*BOR,,,,,1408,,,,DB~e,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*NOBLE,,,,,,,,DB~e,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*SON,,BETA bioid 1604,,,,,,,,,,,,,,,,,BETA bibid 9037,,,,,,,,,,,,,,,,,Faulhaber: Se ha suprimido bioid 3886 por ser duplicado de este registro.<br />La castellanización del apellido navarro Estúñiga en Zúñiga ocurre cuando los RR.CC. le conceden el ducado de Plasencia en 1480,,1994-08-08,FAULHABER,2024-08-14,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://dbe.rah.es/biografias/43529/alvaro-de-zuniga-y-guzman,RAH DB~e,,"Álvaro de Zúñiga y Guzmán, 1. duque de Arévalo [1469-12-20 - 1480-07-25]"
BETA bioid 3771,BIOGRAPHY*NAME_CLASS*OTHR,Álvaro de,Estúñiga y Guzmán,,,,,,,,,,BIOGRAPHY*TITLE*DUQUE,BIOGRAPHY*TITLE_NUMBER*1,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 1141,,1480-01-01,,1488-06-10,,Wikipedia,BIOGRAPHY*MILESTONE_CLASS*BOR,,,BETA geoid 2289,,1410,ca.,,,Wikipedia,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*POET,?,,,,,,,Dutton,,BIOGRAPHY*RELATED_BIOCLASS*ENEMIGO,,BETA bioid 1308,,,,,,Moya,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 9036,,70-71,,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,http://es.wikipedia.org/wiki/%C3%81lvaro_de_Z%C3%BA%C3%B1iga_y_Guzm%C3%A1n,Wikipedia,2012-06-04,
BETA bioid 3771,,,,,,,,,,,,,BIOGRAPHY*TITLE*CONDE,BIOGRAPHY*TITLE_NUMBER*2,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 1141,,1453-07,,1480-01-01,,Wikipedia,,"por orden de Juan II, prende al condestable Álvaro de Luna en",,BETA geoid 1030,,1453-04-04,,,,Wikipedia,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*HUSBAND,(segundas nupcias),BETA bioid 4303,,1460,,,,DB~e,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 8605,,,Q425368,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,http://es.wikipedia.org/wiki/Condado_de_Plasencia,Wikipedia,2011-03-26,
BETA bioid 3771,,,,,,,,,,,,,BIOGRAPHY*TITLE*DUQUE,BIOGRAPHY*TITLE_NUMBER*1,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 1546,,1485,,1488-06-10,,Wikipedia,,vistas para la boda de Juana la Beltraneja con el duque de Guyena en,,BETA geoid 2656,,1470-10-20,,,,Arteaga I:194,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*FATHER,,BETA bioid 2032,,1464,,,,DB~e,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 8309,,,43529/alvaro-de-zuniga-y-guzman,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,http://es.wikipedia.org/wiki/Ducado_de_AꝛC3%A9valo,Wikipedia,2011-03-26,
BETA bioid 3771,,,,,,,,,,,,,BIOGRAPHY*TITLE*CONDE,BIOGRAPHY*TITLE_NUMBER*1,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 2090,,1469,,1488-06-10,,Wikipedia,,en la muerte de Enrique IV en,,BETA geoid 1005,,1474-12-12,,,,Arteaga I:208,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*PATRO-CLI,,BETA bioid 3238,,1485,ad quem,,,Faulhaber,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 4572,,,,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,http://es.wikipedia.org/wiki/Ducado_de_Plasencia,Wikipedia,2011-03-26,
BETA bioid 3771,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*DIE,,,BETA geoid 1141,?,1488-06-10,,,,DB~e,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*FATHER,,BETA bioid 2643,,,,,,Fundación Medinaceli,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*OBR,BETA bibid 2749,,79,213,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,http://es.wikipedia.org/wiki/Ducado_de_B%C3%A9jar,Wikipedia,2011-03-26,
BETA bioid 3771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*FATHER,,BETA bioid 5881,,,,,,Moya,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*OBR,BETA bibid 2749,,188,"810, 811",,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*PATRO-CLI,,BETA bioid 3237,,1485,ad quem,,,Faulhaber,,,,,,,,,,,BETA bibid 1936,IV,2816,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*ENEMIGO,,BETA bioid 3058,,,,,,Moya,,,,,,,,,,,BETA bibid 2313,I,"149, 183, 194, 208",,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*ENEMIGO,,BETA bioid 2806,,,,,,,,,,,,,,,,,BETA bibid 3354,VII,363,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*ASOCIADO,,BETA bioid 1072,,,,,,Penna cix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*CARCO,,BETA bioid 1308,,1453-04-04,,,,Arteaga I:149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*ENEMIGO,,BETA bioid 1497,,,,,,Arteaga I:183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*PARTIDARIO,,BETA bioid 1018,,,,,,Arteaga I:194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*HUSBAND,(primeras nupcias),BETA bioid 6425,,,,,,DB~e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*BROTHER,,BETA bioid 3194,,,,,,DB~e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*CONTO,,BETA bioid 6974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*FATHER,,BETA bioid 2120,,,,,,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 4070,BIOGRAPHY*NAME_CLASS*NATV,Antonio,Ruiz de Santillana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*POET,,,,1525,ad quem,,,pliego suelto,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,BETA bibid 2749,,221,1027,,,,,,,,,,,,,,,,1994-08-17,FAULHABER,2024-07-13,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q65681950,Wikidata,2022-12-28,"Antonio Ruiz de Santillana, poeta (1525 ad quem)"
BETA bioid 4070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 3326,I,xiv,,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,https://datos.bne.es/persona/XX1426832.html,BNE Datos,2022-12-28,
BETA bioid 4070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VIDOB,BETA bibid 9022,,,XX1426832,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 4070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 8603,,,Q65681950,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 4263,BIOGRAPHY*NAME_CLASS*NATV,Pedro,Sánchez del Castillo,,BIOGRAPHY*NAME_HONORIFIC*DR,,,,,,,,BIOGRAPHY*TITLE*CORREGIDOR,,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 1025,,1402,,,,Cabrera,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*CLIENTE,,BETA bioid 1718,,1408-06-29,ad quem,,,BnF Esp. 216,,,,,,,,,,,BETA bibid 9039,,96,,,,,,,,,,,,,,,,,1994-11-06,FAULHABER,2024-09-14,FAULHABER,,,,,"Pedro Sánchez del Castillo (Dr.), corregidor de Córdoba [1402]"
BETA bioid 4263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*EMB,,BETA bioid 2967,,1408-06-29,ad quem,,,"BnF Esp. 216, f. 83r",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 4323,BIOGRAPHY*NAME_CLASS*NATV,Juan,Funes y Villalpando,,,,,,,,,Jardiel,BIOGRAPHY*TITLE*MARQUES,BIOGRAPHY*TITLE_NUMBER*1,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 2601,,,,,,DB~e,BIOGRAPHY*MILESTONE_CLASS*BOR,,,,,1592,ad quem,,,BNE Datos,,,,,,,,,,,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*CORRESPONDENT,,BETA bioid 2315,,1624-08-19,,,,BNE MSS/707,,,,,,,,,,,BETA bibid 1004,II,181,707,,,,,,,,,,,,,,,,1995-02-26,FAULHABER,2024-07-13,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://datos.bne.es/persona/XX5848168.html,BNE Datos,2024-07-13,"Juan Funes y Villalpando, 1. marqués de Osera"
BETA bioid 4323,BIOGRAPHY*NAME_CLASS*OTHR,Juan de,Funes y Villalpando,,,,,,,,,BNE Datos,BIOGRAPHY*TITLE*SENOR,BIOGRAPHY*TITLE_NUMBER*7,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 1759,,,,,,DB~e,BIOGRAPHY*MILESTONE_CLASS*RES,,,BETA geoid 1077,,1624-08-19,,,,BNE MSS/707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 4990,,,,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,http://catalogo.bne.es/uhtbin/cgisirsi/x/0/0/57/20/MSS^2F707/0/X1001157228?user_id=WEBSERVER,BNE Cat.,2024-07-13,
BETA bioid 4323,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*DIE,,,,,1640-12-20,ad quem,,,DB~e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 5020,,,MSS/707,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,https://dbe.rah.es/biografias/9982/juan-funes-de-villalpando,RAH DB~e,2024-07-13,
BETA bioid 4323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 9022,,,XX5848168,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 4323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 8309,,,9982/juan-funes-de-villalpando,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 4326,BIOGRAPHY*NAME_CLASS*NATV,García,Fernández,,,,,,,,,,BIOGRAPHY*TITLE*SENOR,,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 2920,,,,,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,,,1180,ca.,,,DB~e RAH,,,,,,,,,,,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*OFI,(mayordomo) de,BETA bioid 7084,,1203,,,,Domingo Pérez:271,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 9021,,,,,,,,,,,,,,,,,"Perea: Por error, Domingo Pérez (272) indica que Berenguela fue esposa de Fernando III, en vez de su madre. Al ser el caballero nombrado mayordomo de la reina en 1217, se supone que lo fue primero de Berenguela y más tarde de Beatriz de Suabia, en tanto que poseyó este oficio de la cámara real desde 1203 en adelante",,1995-03-04,FAULHABER,2024-07-08,PEREA,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q82835,Wikidata,2024-07-08,"García Fernández, señor de Villamayor de los Montes"
BETA bioid 4326,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*DIE,,,,,1241-12,ca.,,,Domingo Pérez:273,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*OFI,(mayordomo) de,BETA bioid 2094,,1222-01-16,,,,BNE MSS/716,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 8603,,,Q82835,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,https://dbe.rah.es/biografias/58226/garcia-fernandez-de-villamayor,DB~e RAH,2024-07-08,
BETA bioid 4326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*OFI,mayordomo mayor de,BETA bioid 1110,,1232,,1238,,Domingo Pérez:270,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 8309,,,58226/garcia-fernandez-de-villamayor,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 4326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*AYO1,,BETA bioid 1007,,1221,,,,DB~e RAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 4326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*OFI,(mayordomo) de,BETA bioid 5318,,1217,,,,Domingo Pérez:272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
