BIOID,NAME_CLASS,NAME_FIRST,NAME_LAST,NAME_NUMBER,NAME_HONORIFIC,NAME_EPITHET,NAME_Q,NAME_BD,NAME_BDQ,NAME_ED,NAME_EDQ,NAME_BASIS,TITLE,TITLE_NUMBER,TITLE_CONNECTOR,TITLE_GEOID,TITLE_Q,TITLE_BD,TITLE_BDQ,TITLE_ED,TITLE_EDQ,TITLE_BASIS,MILESTONE_CLASS,MILESTONE_DETAIL,MILESTONE_Q,MILESTONE_GEOID,MILESTONE_GEOIDQ,MILESTONE_BD,MILESTONE_BDQ,MILESTONE_ED,MILESTONE_EDQ,MILESTONE_BASIS,AFFILIATION_CLASS,AFFILIATION_TYPE,AFFILIATION_Q,AFFILIATION_GEOID,AFFILIATION_GEOIDQ,AFFILIATION_BD,AFFILIATION_BDQ,AFFILIATION_ED,AFFILIATION_EDQ,AFFILIATION_BASIS,SEX,RELATED_BIOCLASS,RELATED_BIODETAIL,RELATED_BIOID,RELATED_BIOIDQ,RELATED_BIOBD,RELATED_BIOBDQ,RELATED_BIOED,RELATED_BIOEDQ,RELATED_BIOBASIS,RELATED_INSCLASS,RELATED_INSDETAIL,RELATED_INSID,RELATED_INSIDQ,RELATED_INSBD,RELATED_INSBDQ,RELATED_INSED,RELATED_INSEDQ,RELATED_INSBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,SUBJECT_GEOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BETA bioid 6821,BIOGRAPHY*NAME_CLASS*NATV,Christophe,Plantin,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,,,1520-05,ca.,,,Wikidata,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*PRINTER,,BETA geoid 1618,,1520,,1589,,Wikipedia,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*FATHERINLAW,,BETA bioid 6822,,,,,,Wikipedia,BIOGRAPHY*RELATED_INSCLASS*FUN,,BETA insid 5287,,,,,,Wikipedia,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 4653,,,,,,,,,,,,,,,,,"A su muerte en 1589 la imprenta, con el nombre de Offficina Plantiniana, fue continuado bajo su yerno Jan Moretus",,2014-02-22,FAULHABER,2024-07-13,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://en.wikipedia.org/wiki/Christophe_Plantin,Wikipedia,2014-02-22,"Christophe Plantin, impresor Antwerpen (1520 - 1589)"
BETA bioid 6821,BIOGRAPHY*NAME_CLASS*TRAN,Christoffel,Plantijn,,,,,,,,,Wikipedia,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*DIE,,,BETA geoid 1618,,1589-07-01,,,,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 8603,,,Q380360,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q380360,Wikidata,2024-07-13,
BETA bioid 6821,BIOGRAPHY*NAME_CLASS*TRAN,Christophorus,Plantinus,,,,,,,,,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VIDOB,BETA bibid 6783,,,,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,http://viaf.org/viaf/120696841,VIAF,2024-07-13,
BETA bioid 6821,BIOGRAPHY*NAME_CLASS*TRAN,Cristóbal,Plantino,,,,,,,,,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 5450,,,cnp01428077,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,https://data.cerl.org/thesaurus/cnp01428077,CERL,2024-07-13,
BETA bioid 6821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VIDOB,BETA bibid 9022,,,XX1085772,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,https://datos.bne.es/persona/XX1085772.html,BNE Datos,2024-07-13,
BETA bioid 7165,BIOGRAPHY*NAME_CLASS*NATV,Augustin,Fries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*PRINTER,,BETA geoid 2276,,1530,ca.,1562,ca.,BNE Datos,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,BETA bibid 9022,,,XX4899209,,,,,,,,,,,,,,,,2015-08-28,FAULHABER,2024-07-13,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://datos.bne.es/persona/XX4899209.html,BNE Datos,2024-07-13,"Augustin Fries, impresor Strasbourg (1530 ca. - 1562 ca.)"
BETA bioid 7165,BIOGRAPHY*NAME_CLASS*TRAN,Agustín,Frisio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 7179,BIOGRAPHY*NAME_CLASS*NATV,,Villard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*BIBLIOPHILE,,BETA geoid 1127,,1905,ad quem,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,BETA bibid 9032,,,,,,,,,,,,,,,,,,,2015-09-02,FAULHABER,2024-08-09,FAULHABER,,,,,"Villard, bibliófilo Lyon (1905 ad quem)"
BETA bioid 7607,BIOGRAPHY*NAME_CLASS*NATV,Agustín,Millán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*PRINTER,,BETA geoid 1011,,1550,,1564,,BNE Datos,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*BROTHERINLAW,,BETA bioid 6045,,,,,,Penney 1954,,,,,,,,,,,BETA bibid 2818,,56,XII,,,,,,,,,,,,,,,,2017-06-11,FAULHABER,2024-07-13,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://datos.bne.es/persona/XX4768969.html,BNE Datos,2024-07-13,"Agustín Millán, impresor Zaragoza (1550 - 1564)"
BETA bioid 7607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*BROTHERINLAW,,BETA bioid 7483,,,,,,Penney 1954,,,,,,,,,,,BETA bibid 9022,,,XX4768969,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 7792,BIOGRAPHY*NAME_CLASS*NATV,Juan Matías de,Esteban y Eraso,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,BETA geoid 1011,,1564,,,,Nicolás-Minué,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*GENE,,,,,,,,Nicolás-Minué,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VIDOB,BETA bibid 9038,,,,,,,,,,,,,,,,,,,2018-02-18,FAULHABER,2024-08-15,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://data.bnf.fr/fr/17859629/juan_mathias_estevan_y_eraso/,BnF Data,2024-08-15,"Juan Matías de Esteban y Eraso, genealogista"
BETA bioid 7792,BIOGRAPHY*NAME_CLASS*OTHR,Juan,Esteban,,BIOGRAPHY*NAME_HONORIFIC*DON,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*DIE,,,BETA geoid 1011,,1631-08-11,,,,Nicolás-Minué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VIDOB,BETA bibid 8659,,,17859629/juan_mathias_estevan_y_eraso/,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 7792,BIOGRAPHY*NAME_CLASS*OTHR,Juan,Estevan,,,,,,,,,"Madrid: Lázaro Galdiano, Inv. 303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 7953,BIOGRAPHY*NAME_CLASS*NATV,Juan de,Coloma,,,,,,,,,,BIOGRAPHY*TITLE*SENOR,BIOGRAPHY*TITLE_NUMBER*1,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 2708,,,,,,DB~e,BIOGRAPHY*MILESTONE_CLASS*BOR,,,BETA geoid 2886,,1440,?,1443,?,DB~e,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*ROYALSECRETARY,,,,1491-03-31,,,,BNE MSS/7673,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*SEC,,BETA bioid 1104,,1492-03-31,,,,BNE MSS/7673,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 8726,,228,,,,,,,,,,,,,,,,,2018-09-16,FAULHABER,2024-08-09,PEREA,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q9016091,Wikidata,2023-04-26,"Juan de Coloma, 1. señor de Elda"
BETA bioid 7953,BIOGRAPHY*NAME_CLASS*OTHR,Juan de,Coloma y Galcerán,,,,,,,,,DB~e,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*DIE,,,BETA geoid 1011,,1517,,,,DB~e,BIOGRAPHY*AFFILIATION_CLASS*REL,BIOGRAPHY*AFFILIATION_CLASS!REL*CONVERT,,,,,,,,Rivarés Custardoy:196,,BIOGRAPHY*RELATED_BIOCLASS*SEC,,BETA bioid 1105,,1492-03-31,,,,BNE MSS/7673,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 8603,,,Q9016091,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,https://dbe.rah.es/biografias/14853/juan-de-coloma-y-galceran,RAH DB~e,2023-04-26,
BETA bioid 7953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*AMO,,BETA bioid 7995,,,,,,DB~e,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 8309,,,14853/juan-de-coloma-y-galceran,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 7953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 9033,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 7987,BIOGRAPHY*NAME_CLASS*NATV,Diego,López Dávalos,,,,,,,,,,BIOGRAPHY*TITLE*CORREGIDOR,,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 1025,,1500-09-09,ad quem,1504-10-05,ad quem,Cabrera,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,BETA bibid 9039,,104,,,,,,,,,,,,,,,,,2018-10-02,FAULHABER,2024-09-14,FAULHABER,,,,,"Diego López Dávalos, corregidor de Córdoba [1500-09-09 ad quem - 1504-10-05 ad quem]"
BETA bioid 7987,,,,,,,,,,,,,BIOGRAPHY*TITLE*COMENDADOR,,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 2214,,,,,,Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 8195,BIOGRAPHY*NAME_CLASS*NATV,Basilio Jesús,García,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*DIE,,,,,1894-07,ad quem,,,Carriazo Rubio,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*ART,,BETA geoid 1003,,1830,?,1869,?,BNE Cat.,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VIDOB,BETA bibid 9022,,,XX1517688,,,,,,,,,,,,,,BNE Cat.: litógrafo y retratista,,2019-05-02,FAULHABER,2024-07-13,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://datos.bne.es/persona/XX1517688.html,BNE Datos,2024-07-13,"Basilio Jesús García, artista Sevilla (1830? - 1869?)"
BETA bioid 8195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*BIBLIOPHILE,,BETA geoid 1003,,,,,,Carriazo Rubio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 8241,BIOGRAPHY*NAME_CLASS*NATV,[Juan,Cromberger],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*PRINTER,,BETA geoid 1003,,1500,,1540,,BNE Datos,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,BETA bibid 9022,,,XX1442940,,,,,,,,,,,,,,Registro [Juan Cromberger] utilizado para las ediciones que no llevan nombre del impresor,,2019-07-08,FAULHABER,2024-07-13,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://datos.bne.es/persona/XX1308002.html,BNE Datos,2024-07-13,"[Juan Cromberger], impresor Sevilla (1500 - 1540)"
BETA bioid 8241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 3506,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 8280,BIOGRAPHY*NAME_CLASS*NATV,Pedro,Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*ROYALNOTARY,,BETA geoid 1031,,1453-05-09,,,,BNE MSS/1861/20,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*NOT,,BETA bioid 1020,,,,1453-05-09,,BNE MSS/1861/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-30,FAULHABER,2023-06-14,FAULHABER,,,,,"Pedro Fernández, notario real Arévalo (1453-05-09)"
BETA bioid 8280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*IDENTO,,BETA bioid 2726,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 8280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*IDENTO,,BETA bioid 23001,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 8672,BIOGRAPHY*NAME_CLASS*NATV,Luis,Zapata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*WRITER,,,,1526,,1595,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VIDOB,BETA bibid 9022,,,XX1142024,,,,,,,,,,,,,,,,2021-02-12,FAULHABER,2024-07-13,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://datos.bne.es/resource/XX1142024,BNE Datos,2021-02-12,"Luis Zapata, escritor (1526 - 1595)"
BETA bioid 8672,BIOGRAPHY*NAME_CLASS*OTHR,Luis,Zapata de Chaves,,,,,,,,,BNE Datos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VIDOB,BETA bibid 6783,,,,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*VIAF,http://viaf.org/viaf/43140152,VIAF,2021-02-12,
BETA bioid 8852,BIOGRAPHY*NAME_CLASS*NATV,Pedro de,Covarrubias,,,,,,,,,Wikidata,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,BETA geoid 1030,,1470,ca.,,,Wikidata,BIOGRAPHY*AFFILIATION_CLASS*ORD,BIOGRAPHY*AFFILIATION_CLASS!ORD*OP,,,,,,,,DB~e,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*CONFR,,BETA bioid 4636,,,,,,RAH DB~e,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VIDOB,BETA bibid 8309,,,35905/pedro-covarrubias,,,,,,,,,,,,,,,,2024-07-26,PEREA,2024-07-29,PEREA,UNIVERSAL*INTERNET_CLASS*URL,https://dbe.rah.es/biografias/35905/pedro-covarrubias,RAH DB~e,2024-07-26,"Pedro de Covarrubias, OP: Dominico"
BETA bioid 8852,BIOGRAPHY*NAME_CLASS*OTHR,Pedro,Covarrubias,,,,,,,,,DB~e,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*DIE,,,BETA geoid 1338,,1530,,,,DB~e,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*THEO,,,,,,,,DB~e,,BIOGRAPHY*RELATED_BIOCLASS*CLIENTE,,BETA bioid 1526,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 8603,,,Q93435937,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q93435937,Wikidata,2024-07-26,
BETA bioid 8853,BIOGRAPHY*NAME_CLASS*NATV,Jesús,Rodríguez Salmones,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,BETA geoid 1614,?,1908-03-18,,,,Dicc. Biográfico ACdP,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*BANKER,,,,1908,,1972,,Dicc. Biográfico ACdP,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 9023,,,biografia/rodriguez-garcia-de-los-salmones-jesus/,,,,,,,,,,,,,,,,2024-07-26,PEREA,2024-07-27,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.acdp.es/biografia/rodriguez-garcia-de-los-salmones-jesus/,Diccionario Biográfico ACdP,2024-07-26,"Jesús Rodríguez Salmones, banquero (1908 - 1972)"
BETA bioid 8853,BIOGRAPHY*NAME_CLASS*OTHR,Jesús,Rodríguez García de los Salmones,,,,,,,,,Dicc. Biográfico ACdP,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*DIE,,,BETA geoid 1005,?,1972-11-01,,,,Dicc. Biográfico ACdP,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*BIBLIOPHILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 8854,BIOGRAPHY*NAME_CLASS*NATV,Lope,Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*BIBLIOPHILE,,,,1526,a quo,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-06,FAULHABER,2024-08-09,FAULHABER,,,,,"Lope Sánchez, bibliófilo (1526 a quo)"
BETA bioid 8855,BIOGRAPHY*NAME_CLASS*NATV,Pedro,Marín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*WRITER,,,,1430,a quo,,,BNE MSS/9433,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*CLIENTE,,BETA bioid 3263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-09,FAULHABER,2024-08-09,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,=,DB~e,2021-11-30,"Pedro Marín, escritor (1430 a quo)"
BETA bioid 8856,BIOGRAPHY*NAME_CLASS*NATV,Diego,González Palomeque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*FATHER,,BETA bioid 1645,?,,,,,Martínez Caviró 2010,,,,,,,,,,,BETA bibid 9035,II,165,,,,,,,,,,,,,,,"Martínez Caviró 2010 afirma que el padre del arzobispo Gonzalo Díaz Palomeque era este Diego González Palomeque, casado con una hija no nombrada del arzobispo Gonzalo Pérez Gudiel, no Diego Sánchez Palomeque (BETA bioid 5770).<br /><br />¿Serán la misma persona?",,2024-08-13,FAULHABER,,,,,,,"Diego González Palomeque, padre de Gonzalo Díaz Palomeque, arzobispo de Toledo?"
BETA bioid 8856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*IDENTO,,BETA bioid 5770,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 8857,BIOGRAPHY*NAME_CLASS*NATV,Álvaro de,Estúñiga y Guzmán,BIOGRAPHY*NAME_NUMBER*II,,,,,,,,,BIOGRAPHY*TITLE*DUQUE,BIOGRAPHY*TITLE_NUMBER*2,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 1141,,1488,,1531-09-28,,Wikipedia,BIOGRAPHY*MILESTONE_CLASS*BOR,,,,,1460,,,,DB~e,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*NOBLE,,,,,,,,DB~e,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*SON,,BETA bioid 5881,,,,,,,BIOGRAPHY*RELATED_INSCLASS*MIE,,BETA insid 5486,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 9036,,70-71,,,,,,,,,,,,,,,Faulhaber: Se ha suprimido bioid 3886 por ser duplicado de este registro.,,2024-08-13,FAULHABER,2024-08-14,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://dbe.rah.es/biografias/21361/alvaro-de-zuniga-y-guzman,RAH DB~e,2024-08-13,"Álvaro de Estúñiga y Guzmán II, 2. duque de Plasencia [1488 - 1531-09-28]"
BETA bioid 8857,BIOGRAPHY*NAME_CLASS*OTHR,Álvaro de,Zúñiga y Guzmán,,,,,,,,,DB~e,BIOGRAPHY*TITLE*DUQUE,BIOGRAPHY*TITLE_NUMBER*2,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 1546,,1488,,1531-09-28,,Vicens Hualde,,en la rendición de,,BETA geoid 1010,,1492-01-02,,,,Vicens Hualde,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*CLIENTE,,BETA bioid 1866,,,,,,Vicens Hualde,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 8309,,,21361/alvaro-de-zuniga-y-guzman,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,https://es.wikipedia.org/wiki/%C3%81lvaro_de_Z%C3%BA%C3%B1iga_y_P%C3%A9rez_de_Guzm%C3%A1n,Wikipedia,2024-08-13,
BETA bioid 8857,,,,,,,,,,,,,BIOGRAPHY*TITLE*CONDE,BIOGRAPHY*TITLE_NUMBER*3,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 2090,,1488,,,,Wikipedia,BIOGRAPHY*MILESTONE_CLASS*DIE,,,BETA geoid 1546,,1531-09-28,,,,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 4572,,,,,,,,,,,,,,,,,,,,,,,,,,,
